learner_id,department,region,role_family,employee_band,training_type,enrolment_date,prior_python_score,course_minutes,engagement_score,manager_support_score,support_tickets_last_30d,completion_days,completed_on_time,enrolment_date_parsed,enrolment_date_invalid_flag,prior_python_score_invalid_flag,engagement_score_invalid_flag,course_minutes_invalid_flag,manager_support_score_invalid_flag,support_tickets_last_30d_invalid_flag,completion_days_invalid_flag,prior_python_score_missing_flag,course_minutes_missing_flag,engagement_score_missing_flag,manager_support_score_missing_flag,support_tickets_last_30d_missing_flag,completion_days_missing_flag,department_missing_flag,region_missing_flag,role_family_missing_flag,employee_band_missing_flag,training_type_missing_flag,prior_python_score_zscore,course_minutes_zscore,engagement_score_zscore,support_tickets_last_30d_zscore,dept_customer support,dept_finance,dept_hr,dept_it,dept_operations,dept_sales,dept_unknown,region_birmingham,region_bristol,region_cardiff,region_edinburgh,region_leeds,region_london,region_manchester,region_remote,region_unknown,training_ai awareness,training_data literacy,training_ml foundations,training_python basics,training_responsible ai
L10377,finance,unknown,manager,b,data literacy,2026-02-07,41.5,243.9,60.5,5.0,3.0,13.0,1,2026-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.6767644251956133,2.233185076442155,-0.30614996078862294,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10453,customer support,unknown,associate,a,python basics,2026-02-02,14.5,84.9,85.1,5.0,4.0,9.0,1,2026-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.2637116631553935,-0.9685187694730427,1.0825327132249218,1.308451916229765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10566,sales,remote,specialist,b,data literacy,2026-03-22,75.3,145.2,55.7,1.0,2.0,17.0,0,2026-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3098584134355185,0.24571231171366403,-0.5771124337668755,-0.095968745197532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10031,hr,birmingham,associate,d,python basics,2026-01-05,40.1,64.3,51.5,2.0,5.0,5.0,0,2026-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7590505782750093,-1.3833307142897289,-0.8142045976228467,2.0106622469434137,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
L10481,operations,leeds,technician,b,data literacy,2026-03-21,70.5,240.8,76.5,3.0,2.0,12.0,1,2026-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0277344600204468,2.1707619196978967,0.5970582824722194,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10268,operations,london,technician,b,ai awareness,2026-02-20,49.9,146.1,67.0,2.0,1.0,15.0,1,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18304750671923742,0.2638351636716747,0.060778388036094255,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10167,sales,manchester,specialist,b,ai awareness,2026-01-28,40.1,168.2,82.1,4.0,2.0,13.0,1,2026-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7590505782750093,0.7088518617517116,0.9131811676135139,-0.095968745197532,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10200,operations,edinburgh,specialist,c,ai awareness,2026-01-21,71.8,118.9,91.6,3.0,1.0,11.0,1,2026-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1041430307370286,-0.2838776955037552,1.4494610620496389,-0.7981790759111805,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
L10367,it,london,analyst,b,ai awareness,2026-01-20,81.4,82.7,66.9,3.0,2.0,15.0,1,2026-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.668390937567173,-1.0128190742592909,0.05513333651571431,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10300,customer support,unknown,associate,a,ai awareness,2026-02-05,48.1,53.1,88.3,5.0,2.0,14.0,1,2026-02-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.28884398924988924,-1.6088595386560827,1.2631743618770903,-0.095968745197532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10437,sales,birmingham,manager,d,data literacy,2026-01-26,45.9,157.3,55.2,1.0,1.0,8.0,0,2026-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41815080123179743,0.4893639880380286,-0.6053376913687768,-0.7981790759111805,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10392,hr,leeds,associate,b,ml foundations,2026-01-13,67.0,151.5,97.8,3.0,5.0,16.0,1,2026-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8220190773219567,0.37257227541973814,1.7994542563132154,2.0106622469434137,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
L10511,it,birmingham,manager,d,python basics,2026-02-27,44.2,190.9,40.2,1.0,0.0,1.0,0,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5180697013996352,1.1659504611370892,-1.4520954194258164,-1.5003894066248291,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
L10217,sales,cardiff,manager,b,ml foundations,2026-03-31,53.9,126.6,68.2,4.0,0.0,5.0,1,2026-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052055787793322594,-0.12882662875188733,0.12851900628065757,-1.5003894066248291,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
L10270,sales,london,associate,d,ai awareness,2026-02-19,73.0,105.9,57.2,2.0,0.0,15.0,1,2026-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1746740190907967,-0.5456522237861299,-0.4924366609611715,-1.5003894066248291,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10083,operations,london,associate,c,data literacy,2026-03-16,66.7,249.4,23.2,1.0,2.0,10.0,0,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8043863302335149,2.3439358384077753,-2.411754177890461,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10456,customer support,remote,analyst,b,data literacy,2026-02-13,43.4,119.7,53.8,2.0,4.0,21.0,0,2026-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5650903603021474,-0.2677684937633014,-0.6843684126541008,1.308451916229765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10044,operations,bristol,specialist,a,data literacy,2026-03-03,70.6,125.9,83.5,3.0,3.0,14.0,1,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0336120423832604,-0.14292218027478418,0.9922118888988378,0.6062415855161165,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10569,operations,bristol,associate,a,data literacy,2026-02-16,40.3,185.9,62.4,4.0,2.0,5.0,1,2026-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7472954135493816,1.0652679502592528,-0.19889398190139798,-0.095968745197532,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
L10099,finance,unknown,analyst,a,data literacy,2026-02-04,31.0,188.9,72.5,2.0,4.0,8.0,0,2026-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.2939105732910834,1.1256774567859547,0.3712562216570088,1.308451916229765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
L10585,unknown,manchester,analyst,b,responsible ai,2026-01-16,39.2,132.1,44.6,1.0,0.0,23.0,0,2026-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.8119488195403352,-0.018075866786267263,-1.203713152529085,-1.5003894066248291,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L10430,sales,leeds,coordinator,d,data literacy,2026-01-31,59.1,52.0,66.5,1.0,5.0,16.0,0,2026-01-31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35769007065965075,-1.6310096910492065,0.03255313043419293,2.0106622469434137,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
L10101,customer support,birmingham,manager,b,data literacy,2026-02-22,64.8,54.5,49.7,1.0,3.0,8.0,1,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6927122653400485,-1.5806684356102882,-0.9158155249896913,0.6062415855161165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10042,finance,london,coordinator,b,ai awareness,2026-02-01,37.2,153.7,62.5,5.0,0.0,9.0,1,2026-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9295004667966152,0.41687258020598594,-0.19324893038101765,-1.5003894066248291,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10265,finance,birmingham,manager,b,ai awareness,2026-01-17,42.0,185.2,73.1,3.0,2.0,22.0,1,2026-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6473765133815433,1.0511723987363553,0.40512653077929006,-0.095968745197532,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
L10196,operations,remote,technician,c,ml foundations,2026-04-02,55.3,124.2,66.5,1.0,6.0,22.0,1,2026-04-02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1343419408727185,-0.17715423397324861,0.03255313043419293,2.712872577657062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10495,finance,london,technician,a,ai awareness,2026-03-31,65.0,120.1,74.8,4.0,3.0,10.0,1,2026-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7044674300656767,-0.25971389289307467,0.5010924066257547,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10013,hr,unknown,technician,b,ai awareness,2026-02-14,30.6,172.5,66.5,3.0,2.0,17.0,0,2026-02-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.3174209027423394,0.7954388211066511,0.03255313043419293,-0.095968745197532,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
L10220,it,remote,associate,c,ml foundations,2026-02-26,32.9,178.2,64.7,4.0,1.0,14.0,1,2026-02-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.1822365083976174,0.9102168835073844,-0.06905779693265167,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10344,finance,manchester,analyst,c,data literacy,2026-03-24,60.8,148.0,62.7,2.0,2.0,12.0,0,2026-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4576089708274885,0.30209451780525265,-0.18195882734025695,-0.095968745197532,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10213,customer support,remote,coordinator,c,ml foundations,2026-02-21,30.6,246.6,67.9,1.0,0.0,6.0,1,2026-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3174209027423394,2.2875536323161865,0.11158385171951696,-1.5003894066248291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10119,hr,london,manager,a,data literacy,2026-04-01,51.7,131.4,72.6,5.0,2.0,21.0,1,2026-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07725102418858516,-0.03217141830916413,0.37690127317738875,-0.095968745197532,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10365,sales,remote,analyst,d,ai awareness,2026-03-18,23.3,147.3,73.0,1.0,4.0,13.0,1,2026-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7464844152277614,0.2879989662823558,0.3994814792589101,1.308451916229765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10389,it,remote,associate,b,responsible ai,2026-01-07,26.8,92.9,76.7,4.0,3.0,10.0,1,2026-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5407690325292713,-0.8074267520685046,0.6083483855129801,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10069,unknown,bristol,coordinator,b,ml foundations,2026-02-18,33.9,56.1,39.6,1.0,3.0,17.0,0,2026-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1234606847694775,-1.5484500321293808,-1.485965728548098,0.6062415855161165,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
L10297,finance,london,manager,c,data literacy,2026-02-10,55.9,82.1,29.7,1.0,3.0,10.0,0,2026-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1696074350496026,-1.0249009755646314,-2.044825829065744,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10172,sales,remote,technician,b,data literacy,2026-02-25,53.4,151.7,77.7,1.0,1.0,17.0,1,2026-02-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,0.3765995758548514,0.6647989007167827,-0.7981790759111805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
L10149,it,london,associate,c,python basics,2026-01-11,48.6,146.3,51.3,1.0,1.0,20.0,0,2026-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2594560774358193,0.2678624641067885,-0.8254947006636074,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
L10236,sales,london,manager,a,responsible ai,2026-01-20,21.2,53.2,77.8,1.0,2.0,16.0,1,2026-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8699136448468554,-1.6068458884385257,0.6704439522371626,-0.095968745197532,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10592,it,manchester,analyst,b,data literacy,2026-03-15,55.3,129.7,100.0,4.0,5.0,17.0,1,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1343419408727185,-0.06640347200762886,1.9236453897615815,2.0106622469434137,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
L10547,finance,cardiff,manager,d,ml foundations,2026-01-19,57.7,48.9,54.8,2.0,3.0,19.0,0,2026-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27540391758025484,-1.693432847793465,-0.6279178974502981,0.6062415855161165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
L10180,customer support,london,technician,b,responsible ai,2026-03-27,25.5,150.8,78.9,5.0,2.0,13.0,1,2026-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6171776032458534,0.35847672389684127,0.7325395189613461,-0.095968745197532,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10100,customer support,bristol,manager,b,ai awareness,2026-03-23,51.2,124.1,97.0,1.0,3.0,10.0,1,2026-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10663893600265516,-0.1791678841908055,1.7542938441501734,0.6062415855161165,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
L10518,hr,remote,technician,d,responsible ai,2026-01-18,44.4,183.7,100.0,5.0,1.0,25.0,1,2026-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5063145366740074,1.0209676454730043,1.9236453897615815,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10127,hr,bristol,coordinator,a,ml foundations,2026-03-28,72.0,125.8,68.9,3.0,3.0,12.0,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1158981954626568,-0.14493583049234107,0.1680343669233196,0.6062415855161165,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
L10438,hr,remote,manager,a,responsible ai,2026-02-02,67.0,191.5,50.0,4.0,4.0,11.0,1,2026-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8220190773219567,1.1780323624424294,-0.8988803704285506,1.308451916229765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10528,operations,london,analyst,d,data literacy,2026-02-22,57.6,65.4,99.4,5.0,2.0,15.0,1,2026-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2695263352174408,-1.3611805618966049,1.8897750806393,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10103,finance,london,manager,b,data literacy,2026-01-15,44.2,113.4,89.8,5.0,3.0,15.0,1,2026-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5180697013996352,-0.3946284574693752,1.3478501346827942,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10471,hr,remote,analyst,b,ai awareness,2026-03-04,62.1,144.5,37.8,1.0,3.0,28.0,0,2026-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5340175415440708,0.23161676019076716,-1.5875766559149431,0.6062415855161165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10246,it,birmingham,analyst,d,ai awareness,2026-02-01,42.9,98.3,73.4,4.0,0.0,16.0,1,2026-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5944782721162174,-0.6986896403204413,0.4220616853404315,-1.5003894066248291,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
L10562,it,remote,coordinator,b,responsible ai,2026-01-24,64.4,105.8,93.4,3.0,1.0,5.0,1,2026-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6692019358887931,-0.5476658740036867,1.5510719894164844,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
L10120,it,london,analyst,d,ai awareness,2026-03-16,33.1,133.2,47.4,2.0,0.0,14.0,0,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1704813436719892,0.004074285606856633,-1.0456517099584377,-1.5003894066248291,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10076,it,manchester,specialist,a,python basics,2026-01-23,79.3,132.7,54.7,2.0,2.0,16.0,1,2026-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5449617079480786,-0.005993965480927008,-0.6335629489706781,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L10053,operations,london,associate,a,ai awareness,2026-02-23,32.4,156.7,65.8,1.0,2.0,5.0,0,2026-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2116244202116875,0.4772820867326878,-0.006962230208469078,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
L10229,hr,remote,coordinator,b,python basics,2026-02-19,82.0,88.5,27.4,4.0,1.0,17.0,0,2026-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7036564317440568,-0.8960273616410007,-2.1746620140344906,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
L10352,operations,manchester,specialist,a,ai awareness,2026-03-03,12.4,185.5,90.7,2.0,5.0,6.0,1,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3871408927744877,1.0572133493890257,1.398655598366217,2.0106622469434137,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10110,unknown,birmingham,associate,b,data literacy,2026-03-13,98.9,176.1,41.5,2.0,5.0,9.0,0,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.696967851059623,0.8679302289386932,-1.3787097496608731,2.0106622469434137,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
L10007,customer support,unknown,specialist,b,python basics,2026-01-24,83.2,185.6,45.8,2.0,3.0,14.0,1,2026-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.774187420097825,1.0592269996065824,-1.135972534284522,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
L10025,operations,birmingham,analyst,b,responsible ai,2026-01-14,57.4,150.7,69.0,3.0,1.0,26.0,1,2026-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2577711704918126,0.3564630736792841,0.17367941844369955,-0.7981790759111805,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
L10292,unknown,manchester,technician,a,responsible ai,2026-04-04,50.4,80.5,59.0,3.0,2.0,14.0,1,2026-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.15365959490516742,-1.0571193790455389,-0.3908257335943269,-0.095968745197532,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
L10309,sales,remote,technician,a,ml foundations,2026-02-20,53.4,121.8,63.4,1.0,1.0,19.0,1,2026-02-20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,-0.2254818391946102,-0.14244346669759533,-0.7981790759111805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10560,hr,london,coordinator,a,python basics,2026-02-05,55.7,139.1,66.5,5.0,1.0,14.0,0,2026-02-05,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.15785227032397484,0.12287964844270372,0.03255313043419293,-0.7981790759111805,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
L10345,it,manchester,associate,a,ai awareness,2026-01-20,45.8,79.3,52.8,5.0,1.0,11.0,0,2026-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42402838359461154,-1.0812831816562196,-0.7408189278579034,-0.7981790759111805,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10207,operations,remote,technician,b,ai awareness,2026-03-27,87.8,117.6,59.5,1.0,2.0,18.0,0,2026-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0445562087872684,-0.3100551483319929,-0.36260047599242556,-0.095968745197532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10524,hr,edinburgh,analyst,b,ai awareness,2026-02-12,53.4,147.9,44.9,3.0,2.0,18.0,1,2026-02-12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022667875979252593,0.30008086758769603,-1.1867779979679443,-0.095968745197532,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
L10020,hr,manchester,coordinator,a,ai awareness,2026-02-04,63.6,132.0,72.5,3.0,0.0,10.0,1,2026-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6221812769862808,-0.020089517003823876,0.3712562216570088,-1.5003894066248291,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10542,it,remote,analyst,b,ai awareness,2026-02-11,68.9,112.5,56.0,1.0,3.0,18.0,1,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933693142215423,-0.41275130942738586,-0.5601772792057348,0.6062415855161165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
L10009,sales,birmingham,associate,a,ml foundations,2026-02-12,78.4,152.8,84.0,1.0,0.0,26.0,1,2026-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492063466682753,0.39874972824797583,1.0204371465007391,-1.5003894066248291,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
L10578,it,remote,associate,b,ml foundations,2026-02-08,54.6,170.3,33.1,2.0,2.0,25.0,0,2026-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09319886433302076,0.7511385163204033,-1.8528940773728153,-0.095968745197532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10581,customer support,manchester,associate,b,ai awareness,2026-03-12,40.1,177.0,75.6,1.0,3.0,14.0,0,2026-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7590505782750093,0.8860530808967039,0.5462528187887966,0.6062415855161165,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
L10502,finance,manchester,specialist,d,python basics,2026-01-23,31.5,97.9,85.2,1.0,3.0,17.0,1,2026-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2645226614770133,-0.7067442411906681,1.0881777647453026,0.6062415855161165,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
L10378,it,london,coordinator,a,data literacy,2026-02-27,52.1,120.1,47.7,4.0,4.0,19.0,0,2026-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053740694737329245,-0.25971389289307467,-1.0287165553972966,1.308451916229765,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
L10460,sales,london,coordinator,a,responsible ai,2026-03-17,37.9,234.5,61.0,3.0,4.0,17.0,1,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8883573902569174,2.0439019559918226,-0.2779247031867216,1.308451916229765,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
L10188,finance,remote,manager,b,ml foundations,2026-03-14,62.3,171.9,81.6,4.0,5.0,17.0,1,2026-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5457727062696985,0.7833569198013108,0.8849559100116126,2.0106622469434137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
L10162,operations,london,coordinator,c,python basics,2026-02-10,61.2,119.9,54.1,3.0,4.0,2.0,0,2026-02-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.48111930027874483,-0.2637411933281879,-0.6674332580929597,1.308451916229765,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
L10447,finance,birmingham,associate,a,data literacy,2026-03-15,50.5,96.4,100.0,5.0,0.0,6.0,1,2026-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14778201254235332,-0.7369489944540191,1.9236453897615815,-1.5003894066248291,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
