customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned
CUST-1449,2022-03-11,2024-11-30,London,Public Sector,Premium,Annual,Self-serve,172.5,33,154.8,0,0,1,7.0,2,Multiple support contacts; wants faster response time.,,,,0
CUST-1450,2022-11-21,2024-12-18,Scotland,Professional Services,Standard,Monthly,Sales-led,87.63,25,294.7,8,4,0,7.2,8,Healthy adoption in team; users asked for reporting improvements.,business_closed,2025-02-25,none,1
CUST-1451,2021-06-20,2024-12-29,London,Healthcare,Basic,Annual,Renewal upgrade,85.29,42,231.7,9,2,0,7.7,4,Customer happy with product but needs integration advice.,,,,0
CUST-1452,2022-03-06,2024-12-31,Northern Ireland,Public Sector,Premium,Annual,Sales-led,170.41,33,257.3,2,2,0,10.0,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1453,2021-02-21,2024-12-03,Midlands,Retail,Standard,Monthly,Sales-led,100.2,46,284.3,9,3,0,5.1,11,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1454,2021-01-30,2024-12-25,London,Public Sector,Basic,Annual,Sales-led,31.05,47,393.4,15,1,0,9.6,5,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1455,2020-07-08,2024-12-24,London,Education,Standard,Monthly,Self-serve,100.4,53,108.9,3,2,0,7.1,2,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1456,2021-04-23,2024-12-04,London,Public Sector,Basic,Monthly,Self-serve,37.8,44,125.4,2,2,0,6.5,3,Manager requested renewal details and training resources.,support,2025-01-24,none,1
CUST-1457,2023-03-18,2024-12-13,South West,Healthcare,Standard,Monthly,Self-serve,93.69,21,171.6,5,3,3,6.0,12,Invoice query raised; finance contact requested clarification.,low_usage,2025-01-26,none,1
CUST-1458,2023-09-27,2024-12-26,North West,Healthcare,Basic,Annual,Renewal upgrade,61.54,15,244.2,17,2,1,8.6,2,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1459,2022-07-17,2024-12-09,Midlands,Retail,Basic,Annual,Sales-led,54.66,29,119.4,7,2,0,8.6,10,Manager requested renewal details and training resources.,,,,0
CUST-1460,2022-06-30,2024-12-31,Wales,Retail,Basic,Annual,Self-serve,55.82,30,237.5,7,1,0,8.5,8,,,,,0
CUST-1461,2022-06-15,2024-12-31,Scotland,Public Sector,Standard,Annual,Self-serve,77.75,30,169.5,7,3,1,8.7,11,Customer happy with product but needs integration advice.,,,,0
CUST-1462,2021-11-25,2024-12-31,London,Professional Services,Basic,Annual,Partner,71.04,37,88.5,3,2,1,8.9,9,Manager requested renewal details and training resources.,,,,0
CUST-1463,2021-09-09,2024-12-30,South West,Professional Services,Premium,Monthly,Sales-led,164.7,39,229.0,6,2,3,8.1,4,Manager requested renewal details and training resources.,,,,0
CUST-1464,2022-06-25,2024-12-21,South East,Professional Services,Basic,Annual,Sales-led,67.34,30,125.6,2,4,0,6.2,7,Multiple support contacts; wants faster response time.,support,2025-01-05,none,1
CUST-1465,2023-02-19,2024-12-19,Scotland,Professional Services,Standard,Annual,Self-serve,111.26,22,242.3,14,1,0,9.0,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1466,2021-08-27,2024-12-31,Wales,Public Sector,Standard,Monthly,Partner,105.93,40,234.7,8,4,1,7.8,1,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1467,2022-04-06,2024-12-22,Wales,Healthcare,Standard,Annual,Partner,88.74,32,86.9,0,5,0,5.4,9,Multiple support contacts; wants faster response time.,support,2025-02-26,success_call,1
CUST-1468,2021-11-17,2024-12-24,South West,Technology,Basic,Monthly,Self-serve,50.82,37,115.2,4,1,1,5.0,9,Multiple support contacts; wants faster response time.,support,2025-01-16,none,1
CUST-1469,2021-02-20,2024-12-27,London,Professional Services,Premium,Monthly,Partner,173.35,46,229.1,10,4,0,4.4,7,Support issue around onboarding and admin setup.,competitor,2025-01-28,none,1
CUST-1470,2021-02-27,2024-12-28,North West,Manufacturing,Premium,Monthly,Self-serve,179.35,46,327.6,5,4,1,7.6,10,Multiple support contacts; wants faster response time.,price,2025-02-23,none,1
CUST-1471,2020-04-25,2024-12-27,North West,Healthcare,Basic,Monthly,Sales-led,46.0,56,200.8,8,2,2,7.6,4,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1472,2021-10-04,2024-12-16,North West,Healthcare,Basic,Monthly,Sales-led,24.54,38,91.3,7,2,0,5.6,5,Customer mentioned price sensitivity and asked about lower plan options.,competitor,2025-01-29,success_call,1
CUST-1473,2022-11-06,2024-12-30,London,Technology,Enterprise,Annual,Sales-led,362.46,25,275.1,13,0,0,10.0,7,Support issue around onboarding and admin setup.,,,,0
CUST-1474,2022-09-27,2024-12-21,London,Technology,Standard,Annual,Sales-led,98.03,27,278.9,20,6,0,,2,Low usage noted in recent month; customer did not attend webinar.,price,2025-03-10,success_call,1
CUST-1475,2023-12-10,2024-12-31,South East,Technology,Basic,Annual,Self-serve,43.18,12,147.4,11,0,0,10.0,11,Customer mentioned price sensitivity and asked about lower plan options.,support,2025-02-01,success_call,1
CUST-1476,2020-02-28,2024-12-15,South East,Retail,Basic,Monthly,Self-serve,42.28,58,96.2,10,2,0,7.9,3,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1477,2023-01-15,2024-12-29,North West,Retail,Standard,Monthly,Self-serve,103.3,23,187.3,19,2,1,5.8,5,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1478,2023-03-06,2024-12-29,Scotland,Manufacturing,Premium,Monthly,Self-serve,168.27,21,264.0,14,2,1,8.4,3,Low usage noted in recent month; customer did not attend webinar.,business_closed,2025-02-19,none,1
CUST-1479,2021-09-29,2024-12-31,Wales,Retail,Standard,Annual,Partner,71.94,39,133.5,6,2,0,8.5,3,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1480,2021-02-17,2024-12-25,North West,Public Sector,Enterprise,Monthly,Self-serve,353.89,46,342.7,18,2,0,7.5,5,Multiple support contacts; wants faster response time.,,,,0
CUST-1481,2021-06-05,2024-12-19,North West,Education,Standard,Annual,Sales-led,105.23,42,237.5,7,0,1,5.9,11,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1482,2022-09-23,2024-12-26,London,Education,Standard,Annual,Self-serve,96.6,27,299.2,12,7,0,7.1,1,Multiple support contacts; wants faster response time.,,,,0
CUST-1483,2023-06-12,2024-12-31,Scotland,Public Sector,Standard,Annual,Self-serve,85.23,18,214.4,6,3,1,5.8,1,Support issue around onboarding and admin setup.,,,,0
CUST-1484,2022-07-27,2024-12-14,South East,Manufacturing,Standard,Annual,Self-serve,100.07,29,485.6,21,2,0,10.0,10,Multiple support contacts; wants faster response time.,,,,0
CUST-1485,2022-01-20,2024-12-25,London,Professional Services,Basic,Monthly,Sales-led,31.43,35,170.5,4,2,1,6.7,6,,business_closed,2025-02-11,success_call,1
CUST-1486,2022-08-10,2024-12-31,North West,Professional Services,Basic,Annual,Sales-led,36.67,28,237.0,7,1,0,10.0,7,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1487,2020-04-13,2024-12-25,North West,Manufacturing,Standard,Annual,Partner,89.99,56,293.3,13,2,1,4.6,5,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1488,2022-06-06,2024-12-31,South East,Education,Premium,Annual,Self-serve,189.13,30,232.8,9,1,0,8.4,4,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1489,2020-03-02,2024-11-29,Scotland,Retail,Basic,Annual,Sales-led,44.65,57,188.7,0,0,0,10.0,4,,,,,0
CUST-1490,2023-11-01,2024-12-22,Scotland,Healthcare,Standard,Annual,Self-serve,93.63,13,161.3,1,5,0,5.6,5,Healthy adoption in team; users asked for reporting improvements.,price,2025-03-27,none,1
CUST-1491,2023-07-22,2024-12-31,Midlands,Public Sector,Standard,Annual,Renewal upgrade,122.46,17,468.3,14,3,0,8.4,4,Support issue around onboarding and admin setup.,,,,0
CUST-1492,2022-01-12,2024-12-14,Wales,Public Sector,Standard,Monthly,Sales-led,103.23,35,239.9,6,4,1,6.5,1,Multiple support contacts; wants faster response time.,low_usage,2025-01-09,none,1
CUST-1493,2021-06-30,2024-12-29,Wales,Education,Premium,Annual,Renewal upgrade,183.07,42,165.3,8,2,1,6.3,10,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1494,2022-12-05,2024-12-26,South East,Healthcare,Premium,Annual,Sales-led,174.56,24,478.7,20,0,0,9.8,1,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1495,2022-07-19,2024-12-28,Midlands,Retail,Premium,Monthly,Self-serve,171.84,29,206.3,13,2,0,,5,Customer happy with product but needs integration advice.,price,2025-03-24,none,1
CUST-1496,2022-10-26,2024-12-31,Scotland,Education,Basic,Annual,Self-serve,22.76,26,253.4,13,2,1,7.5,9,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1497,2022-01-22,2024-12-31,North West,Retail,Standard,Monthly,Sales-led,110.62,35,73.8,7,3,1,7.5,8,Manager requested renewal details and training resources.,,,,0
CUST-1498,2020-12-10,2024-12-21,Wales,Education,Standard,Annual,Renewal upgrade,104.38,48,379.3,18,3,0,7.9,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1499,2020-04-16,2024-12-29,South East,Manufacturing,Basic,Monthly,Self-serve,46.85,56,176.3,8,2,2,5.5,11,Customer happy with product but needs integration advice.,,,,0
CUST-1500,2021-02-17,2024-12-28,North West,Professional Services,Basic,Monthly,Renewal upgrade,47.35,46,89.1,8,1,1,8.8,7,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1501,2022-02-11,2024-12-19,Midlands,Professional Services,Basic,Annual,Sales-led,57.83,34,202.4,12,3,0,8.7,8,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1502,2021-09-11,2024-12-28,Northern Ireland,Retail,Standard,Monthly,Renewal upgrade,80.34,39,384.6,17,2,0,7.0,10,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1503,2022-01-09,2024-12-23,South West,Technology,Standard,Monthly,Renewal upgrade,91.92,35,141.5,11,3,0,5.4,5,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1504,2021-02-09,2024-12-08,North West,Manufacturing,Basic,Monthly,Self-serve,35.36,46,105.4,0,0,0,6.5,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1505,2023-10-01,2024-12-21,Scotland,Professional Services,Premium,Monthly,Sales-led,200.26,15,199.5,7,3,0,8.4,11,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1506,2021-06-19,2024-12-30,Midlands,Technology,Enterprise,Annual,Partner,359.51,42,309.9,11,2,0,8.7,5,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1507,2023-05-20,2024-12-29,South East,Healthcare,Basic,Annual,Self-serve,22.57,19,261.5,15,1,0,9.5,12,Support issue around onboarding and admin setup.,,,,0
CUST-1508,2021-07-24,2024-12-23,Northern Ireland,Education,Enterprise,Monthly,Renewal upgrade,330.83,41,326.1,19,0,1,8.0,3,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1509,2021-10-09,2024-12-30,North West,Technology,Basic,Annual,Self-serve,47.41,38,150.6,0,2,0,6.2,10,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1510,2022-05-31,2024-12-20,London,Professional Services,Enterprise,Monthly,Sales-led,343.33,31,299.6,18,6,0,8.6,8,Support issue around onboarding and admin setup.,,,,0
CUST-1511,2021-01-19,2024-11-15,London,Retail,Enterprise,Annual,Sales-led,333.11,47,649.1,21,5,0,8.0,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1512,2020-11-17,2024-12-28,Northern Ireland,Education,Basic,Monthly,Partner,72.34,49,196.6,3,2,0,8.1,3,Invoice query raised; finance contact requested clarification.,price,2025-03-30,success_call,1
CUST-1513,2021-07-07,2024-12-26,London,Retail,Premium,Monthly,Renewal upgrade,182.75,41,210.4,7,2,1,5.2,12,Customer mentioned price sensitivity and asked about lower plan options.,price,2025-01-04,none,1
CUST-1514,2023-03-20,2024-12-17,South East,Manufacturing,Enterprise,Monthly,Sales-led,354.7,21,230.5,8,5,0,6.3,9,Manager requested renewal details and training resources.,low_usage,2025-03-22,none,1
CUST-1515,2020-07-30,2024-12-30,South East,Retail,Enterprise,Annual,Partner,340.7,53,336.8,7,6,1,8.5,3,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1516,2021-09-30,2024-12-14,London,Professional Services,Enterprise,Monthly,Renewal upgrade,357.67,39,404.1,19,2,1,7.2,1,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1517,2022-09-08,2024-12-21,South East,Retail,Standard,Monthly,Sales-led,94.43,27,131.0,8,3,2,7.8,7,Multiple support contacts; wants faster response time.,,,,0
CUST-1518,2022-10-28,2024-12-29,Midlands,Healthcare,Basic,Annual,Sales-led,45.6,26,242.8,14,2,0,4.5,11,Support issue around onboarding and admin setup.,support,2025-03-17,discount,1
CUST-1519,2021-09-26,2024-12-24,London,Professional Services,Premium,Annual,Partner,186.33,39,241.1,8,3,0,6.9,5,,,,,0
CUST-1520,2020-04-28,2024-12-25,Midlands,Professional Services,Standard,Monthly,Self-serve,79.45,56,194.8,8,0,0,8.0,12,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1521,2020-01-24,2024-12-28,Northern Ireland,Technology,Standard,Annual,Sales-led,118.16,59,664.2,26,2,1,10.0,8,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1522,2021-11-17,2024-11-11,South East,Retail,Standard,Annual,Partner,101.19,37,307.8,19,4,0,6.0,7,Manager requested renewal details and training resources.,,,,0
CUST-1523,2023-03-28,2024-12-18,London,Healthcare,Standard,Monthly,Self-serve,114.37,21,147.0,0,1,3,,12,Support issue around onboarding and admin setup.,business_closed,2025-01-12,discount,1
CUST-1524,2020-02-11,2024-12-18,Scotland,Professional Services,Basic,Annual,Renewal upgrade,36.09,58,203.8,4,3,0,9.2,1,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1525,2023-07-19,2024-12-26,London,Healthcare,Premium,Monthly,Renewal upgrade,167.92,17,352.6,14,2,0,,10,Support issue around onboarding and admin setup.,,,,0
CUST-1526,2022-09-13,2024-12-20,South East,Retail,Basic,Annual,Partner,35.06,27,232.1,5,0,0,7.9,3,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1527,2020-01-12,2024-12-18,South West,Manufacturing,Premium,Monthly,Self-serve,182.0,59,61.2,1,2,0,7.5,8,Customer happy with product but needs integration advice.,,,,0
CUST-1528,2021-05-16,2024-12-30,South West,Retail,Premium,Annual,Sales-led,179.79,43,254.0,10,0,0,6.3,10,Invoice query raised; finance contact requested clarification.,price,2025-02-06,none,1
CUST-1529,2020-11-17,2024-12-28,Midlands,Technology,Standard,Monthly,Self-serve,93.43,49,239.8,7,1,0,,11,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1530,2023-10-17,2024-12-28,South East,Technology,Standard,Monthly,Sales-led,86.83,14,230.3,9,2,0,9.8,5,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1531,2022-03-20,2024-12-25,Wales,Professional Services,Standard,Annual,Self-serve,83.8,33,177.5,10,3,0,8.2,11,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1532,2021-04-18,2024-12-20,Midlands,Professional Services,Enterprise,Monthly,Sales-led,348.42,44,363.8,14,2,0,8.2,7,Support issue around onboarding and admin setup.,,,,0
CUST-1533,2021-02-09,2024-12-30,North West,Professional Services,Premium,Annual,Self-serve,173.41,46,437.1,16,3,0,8.7,7,Support issue around onboarding and admin setup.,,,,0
CUST-1534,2022-04-03,2024-12-14,Wales,Manufacturing,Standard,Annual,Sales-led,90.77,32,88.5,3,2,0,8.2,12,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1535,2020-01-08,2024-12-24,London,Professional Services,Basic,Annual,Sales-led,67.57,59,62.8,2,1,0,8.7,7,Support issue around onboarding and admin setup.,,,,0
CUST-1536,2021-01-10,2024-12-23,London,Public Sector,Basic,Monthly,Sales-led,48.01,47,175.3,0,1,1,6.8,11,Invoice query raised; finance contact requested clarification.,price,2025-02-08,none,1
CUST-1537,2020-08-29,2024-12-15,Scotland,Public Sector,Standard,Annual,Self-serve,114.24,52,324.6,15,2,0,10.0,10,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1538,2022-06-24,2024-12-22,London,Public Sector,Enterprise,Monthly,Partner,342.6,30,191.4,6,2,0,9.7,8,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1539,2022-09-04,2024-12-30,London,Education,Premium,Monthly,Sales-led,181.94,27,63.5,8,1,0,8.5,2,Manager requested renewal details and training resources.,,,,0
CUST-1540,2021-11-12,2024-12-24,Northern Ireland,Technology,Basic,Annual,Renewal upgrade,48.33,37,167.0,9,2,0,6.4,3,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1541,2020-07-23,2024-12-28,South West,Professional Services,Premium,Annual,Renewal upgrade,158.63,53,309.0,17,2,1,6.4,5,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1542,2021-06-25,2024-12-13,Scotland,Healthcare,Standard,Annual,Self-serve,116.14,42,192.6,4,3,0,7.0,5,Manager requested renewal details and training resources.,,,,0
CUST-1543,2023-05-15,2024-12-23,Northern Ireland,Retail,Premium,Monthly,Self-serve,177.38,19,356.9,13,1,1,8.4,11,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1544,2020-10-24,2024-12-15,South West,Technology,Basic,Annual,Self-serve,57.96,50,195.5,3,2,0,5.1,5,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1545,2020-08-26,2024-12-29,London,Education,Standard,Annual,Sales-led,89.98,52,155.0,3,1,0,8.6,12,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1546,2020-06-11,2024-12-24,North West,Public Sector,Enterprise,Monthly,Self-serve,347.02,54,190.7,13,4,1,8.8,1,Support issue around onboarding and admin setup.,,,,0
CUST-1547,2023-04-07,2024-12-23,North West,Professional Services,Basic,Annual,Sales-led,38.6,20,168.8,13,3,0,8.3,1,Multiple support contacts; wants faster response time.,,,,0
CUST-1548,2020-06-24,2024-12-11,London,Technology,Premium,Monthly,Renewal upgrade,193.83,54,184.7,3,2,1,6.4,3,Customer mentioned price sensitivity and asked about lower plan options.,competitor,2025-02-15,none,1
CUST-1549,2022-04-29,2024-12-24,Midlands,Education,Enterprise,Monthly,Renewal upgrade,352.74,32,93.9,2,4,1,5.3,4,Customer happy with product but needs integration advice.,price,2025-01-12,discount,1
CUST-1550,2023-12-29,2024-12-21,North West,Education,Basic,Annual,Partner,53.4,12,187.3,7,1,0,8.4,7,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1551,2022-07-26,2024-12-25,North West,Technology,Basic,Annual,Self-serve,65.3,29,124.3,7,3,0,7.0,12,Customer happy with product but needs integration advice.,,,,0
CUST-1552,2021-08-24,2024-12-26,London,Healthcare,Premium,Monthly,Self-serve,192.88,40,179.5,0,1,1,8.3,9,Customer happy with product but needs integration advice.,support,2025-01-11,success_call,1
CUST-1553,2020-10-28,2024-12-30,London,Healthcare,Standard,Monthly,Renewal upgrade,108.18,50,108.4,0,1,0,8.6,7,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1554,2020-01-03,2024-12-28,South West,Education,Basic,Monthly,Sales-led,31.94,59,292.1,14,2,1,9.5,11,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1555,2020-08-15,2024-12-27,London,Professional Services,Standard,Annual,Sales-led,90.65,52,299.0,4,0,1,6.6,3,Support issue around onboarding and admin setup.,business_closed,2025-01-05,none,1
CUST-1556,2023-10-23,2024-12-09,South East,Retail,Premium,Monthly,Self-serve,166.95,14,501.3,18,0,1,9.5,10,Customer happy with product but needs integration advice.,support,2025-03-06,none,1
CUST-1557,2020-07-28,2024-12-24,South East,Retail,Standard,Monthly,Sales-led,107.73,53,165.9,7,2,1,6.8,11,Support issue around onboarding and admin setup.,,,,0
CUST-1558,2020-01-30,2024-12-26,North West,Professional Services,Standard,Annual,Sales-led,101.05,59,307.3,14,1,3,7.3,2,Manager requested renewal details and training resources.,,,,0
CUST-1559,2023-04-06,2024-12-29,Scotland,Technology,Premium,Monthly,Sales-led,162.31,20,250.2,9,1,1,9.2,12,Customer happy with product but needs integration advice.,,,,0
CUST-1560,2021-09-03,2024-12-25,North West,Education,Standard,Annual,Self-serve,96.74,39,158.2,5,2,0,,11,Multiple support contacts; wants faster response time.,,,,0
CUST-1561,2021-06-05,2024-12-29,London,Healthcare,Premium,Monthly,Sales-led,161.07,42,189.8,11,2,1,9.5,8,Multiple support contacts; wants faster response time.,,,,0
CUST-1562,2022-11-13,2024-12-20,South East,Healthcare,Standard,Annual,Sales-led,98.36,25,298.7,13,0,0,9.3,8,Customer happy with product but needs integration advice.,,,,0
CUST-1563,2022-02-02,2024-12-27,Northern Ireland,Healthcare,Enterprise,Monthly,Sales-led,329.14,34,146.2,3,0,0,7.9,8,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1564,2023-08-28,2024-12-10,Wales,Manufacturing,Standard,Monthly,Self-serve,105.35,16,311.8,13,2,0,7.9,4,Low usage noted in recent month; customer did not attend webinar.,support,2025-03-09,none,1
CUST-1565,2021-11-13,2024-12-30,Wales,Technology,Basic,Monthly,Renewal upgrade,53.54,37,,8,2,1,4.7,8,Multiple support contacts; wants faster response time.,business_closed,2025-03-26,discount,1
CUST-1566,2022-11-06,2024-12-19,Wales,Technology,Premium,Annual,Sales-led,201.9,25,389.0,22,0,1,10.0,4,Healthy adoption in team; users asked for reporting improvements.,,,,0
CUST-1567,2023-07-07,2024-12-18,Midlands,Healthcare,Standard,Annual,Partner,109.17,17,269.2,14,1,0,7.8,3,Multiple support contacts; wants faster response time.,,,,0
CUST-1568,2021-11-07,2024-12-30,London,Retail,Basic,Monthly,Partner,43.93,37,57.6,7,1,0,8.2,6,Customer happy with product but needs integration advice.,,,,0
CUST-1569,2021-02-19,2024-12-27,South East,Healthcare,Basic,Monthly,Sales-led,58.82,46,143.1,3,4,1,7.7,9,Low usage noted in recent month; customer did not attend webinar.,price,2025-01-28,none,1
CUST-1570,2023-11-23,2024-12-25,Scotland,Education,Premium,Annual,Partner,162.23,13,419.6,15,3,1,6.2,8,Low usage noted in recent month; customer did not attend webinar.,,,,0
CUST-1571,2020-11-27,2024-12-31,South East,Healthcare,Basic,Monthly,Partner,37.45,49,155.4,5,1,0,6.5,4,Invoice query raised; finance contact requested clarification.,,,,0
CUST-1572,2020-02-27,2024-12-31,Northern Ireland,Manufacturing,Standard,Monthly,Self-serve,103.0,58,193.3,7,2,0,10.0,9,Customer happy with product but needs integration advice.,,,,0
CUST-1573,2022-04-24,2024-12-30,North West,Education,Basic,Annual,Sales-led,23.1,32,179.9,3,2,0,8.2,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1574,2023-12-11,2024-12-31,Midlands,Retail,Standard,Monthly,Sales-led,98.55,12,66.3,8,3,2,5.4,2,Invoice query raised; finance contact requested clarification.,competitor,2025-02-13,success_call,1
CUST-1575,2020-05-06,2024-12-29,Northern Ireland,Healthcare,Standard,Monthly,Renewal upgrade,86.76,55,330.8,17,2,1,7.8,8,Customer happy with product but needs integration advice.,,,,0
CUST-1576,2023-05-25,2024-12-01,North West,Healthcare,Standard,Monthly,Partner,100.22,19,46.6,1,4,2,7.6,7,Multiple support contacts; wants faster response time.,business_closed,2025-01-24,discount,1
CUST-1577,2023-04-27,2024-12-24,South West,Professional Services,Basic,Monthly,Renewal upgrade,36.07,20,273.0,13,2,1,9.1,7,Multiple support contacts; wants faster response time.,business_closed,2025-03-07,none,1
CUST-1578,2023-09-18,2024-12-23,Scotland,Professional Services,Basic,Annual,Renewal upgrade,54.09,15,138.8,6,2,0,5.4,3,Multiple support contacts; wants faster response time.,low_usage,2025-02-02,discount,1
CUST-1579,2021-09-07,2024-12-31,Northern Ireland,Public Sector,Standard,Annual,Sales-led,99.23,39,278.5,14,1,0,10.0,9,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1580,2021-01-06,2024-12-22,South East,Healthcare,Standard,Annual,Partner,115.8,47,72.8,0,1,1,8.6,1,Customer happy with product but needs integration advice.,,,,0
CUST-1581,2022-01-17,2024-12-27,North West,Retail,Standard,Monthly,Self-serve,99.08,35,278.9,11,2,1,7.5,11,Multiple support contacts; wants faster response time.,,,,0
CUST-1582,2020-07-26,2024-11-07,Scotland,Education,Basic,Annual,Partner,39.78,53,222.4,9,1,0,6.4,2,Multiple support contacts; wants faster response time.,,,,0
CUST-1583,2023-05-15,2024-12-26,London,Public Sector,Basic,Monthly,Sales-led,46.04,19,186.4,10,1,1,,8,Low usage noted in recent month; customer did not attend webinar.,support,2025-01-13,success_call,1
CUST-1584,2022-08-26,2024-12-14,North West,Retail,Basic,Annual,Sales-led,32.87,28,53.1,0,3,0,7.7,1,Multiple support contacts; wants faster response time.,,,,0
CUST-1585,2021-12-06,2024-12-29,South West,Public Sector,Standard,Monthly,Partner,103.87,36,127.0,0,0,1,5.5,10,Multiple support contacts; wants faster response time.,,,,0
CUST-1586,2022-01-23,2024-12-18,Wales,Technology,Standard,Annual,Partner,106.08,35,269.9,6,4,0,7.2,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0
CUST-1587,2022-11-05,2024-12-25,London,Education,Premium,Monthly,Self-serve,208.63,25,,15,3,0,10.0,11,Multiple support contacts; wants faster response time.,,,,0
CUST-1588,2022-02-02,2024-12-30,South East,Manufacturing,Standard,Monthly,Sales-led,91.54,34,116.9,5,1,3,6.7,7,Customer happy with product but needs integration advice.,price,2025-02-15,none,1
CUST-1589,2023-05-11,2024-12-24,London,Professional Services,Standard,Monthly,Sales-led,95.79,19,118.7,11,3,1,5.8,11,Low usage noted in recent month; customer did not attend webinar.,business_closed,2025-01-19,none,1
CUST-1590,2023-09-11,2024-12-30,London,Technology,Standard,Monthly,Renewal upgrade,92.09,15,225.6,11,3,1,5.8,4,Healthy adoption in team; users asked for reporting improvements.,competitor,2025-03-18,discount,1
CUST-1591,2023-10-18,2024-12-29,South West,Healthcare,Basic,Monthly,Self-serve,51.55,14,411.2,17,4,0,10.0,11,Multiple support contacts; wants faster response time.,,,,0
CUST-1592,2022-06-24,2024-11-22,North West,Technology,Standard,Annual,Self-serve,103.58,30,159.7,6,3,0,8.7,8,Support issue around onboarding and admin setup.,,,,0
CUST-1593,2022-12-20,2024-12-27,South East,Education,Standard,Annual,Self-serve,98.36,24,184.0,12,1,0,10.0,1,Manager requested renewal details and training resources.,,,,0
CUST-1594,2021-03-30,2024-12-22,Scotland,Professional Services,Standard,Monthly,Self-serve,112.04,45,146.9,4,1,2,7.5,12,Support issue around onboarding and admin setup.,support,2025-03-15,discount,1
CUST-1595,2020-02-25,2024-12-28,London,Professional Services,Basic,Annual,Self-serve,41.6,58,157.4,6,1,1,9.4,5,Multiple support contacts; wants faster response time.,competitor,2025-01-13,discount,1
CUST-1596,2021-08-07,2024-12-13,South East,Manufacturing,Premium,Annual,Self-serve,190.83,40,451.4,14,1,0,,5,Manager requested renewal details and training resources.,,,,0
CUST-1597,2023-06-26,2024-12-29,Midlands,Education,Enterprise,Annual,Partner,355.46,18,291.1,17,13,1,5.3,11,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-03-16,discount,1
