request_id,request_channel,service_area,request_type,customer_segment,priority_at_submission,request_age_hours_at_triage,previous_tickets_90d,open_items_for_team,staff_available,attachments_count,has_clear_description,historical_team_delay_rate,requester_tenure_months,day_of_week,sla_breach_risk,post_resolution_hours_DO_NOT_USE,final_status_DO_NOT_USE
REQ-10638,Chat,Facilities,Data report,Internal,Standard,35.3,2,35,8,1,1,0.304,51.0,Fri,0,21.6,Resolved on time
REQ-10639,Portal,Data,Access,Internal,Standard,22.7,2,44,6,1,1,0.458,102.0,Wed,0,30.1,Auto closed
REQ-10640,Email,Facilities,Access,Internal,Standard,12.3,2,23,5,2,0,0.5,29.0,Tue,1,64.6,Resolved late
REQ-10641,Phone,Facilities,Access,Internal,Standard,27.8,1,38,7,1,1,0.217,84.0,Tue,0,30.6,Resolved on time
REQ-10642,Portal,IT,System issue,Key client,Low,13.1,4,52,9,1,1,0.246,36.0,Tue,1,49.1,Resolved late
REQ-10643,Phone,IT,Hardware,Key client,Urgent,24.2,2,50,8,1,1,0.303,22.0,Fri,1,51.6,Escalated late
REQ-10644,Portal,Facilities,System issue,,Standard,8.6,3,31,6,0,0,0.503,44.0,Mon,1,48.7,Resolved late
REQ-10645,Portal,Data,Access,Internal,Low,28.9,1,26,6,1,1,0.166,50.0,Thu,0,29.5,Resolved on time
REQ-10646,Chat,IT,System issue,Key client,Low,3.8,0,42,9,0,1,0.327,69.0,Thu,0,34.9,Resolved on time
REQ-10647,Portal,Finance,System issue,Internal,Low,5.9,0,50,3,0,0,0.097,28.0,Thu,1,54.0,Escalated late
REQ-10648,Portal,Facilities,Access,Internal,Standard,6.8,1,48,9,5,1,0.086,44.0,Mon,0,28.4,Resolved on time
REQ-10649,Phone,IT,Access,External supplier,Standard,9.4,0,35,4,0,1,0.109,38.0,Wed,0,28.3,Resolved on time
REQ-10650,Phone,HR,Access,Partner,Urgent,18.8,0,46,5,0,0,0.332,31.0,Tue,0,45.3,Resolved on time
REQ-10651,Chat,Data,System issue,External supplier,Standard,14.9,0,63,6,0,1,0.171,80.0,Wed,1,61.2,Escalated late
REQ-10652,Portal,Facilities,Hardware,External supplier,Standard,24.4,2,45,12,1,1,0.149,51.0,Mon,0,31.9,Auto closed
REQ-10653,Portal,IT,Procurement,Key client,Standard,31.6,0,19,11,0,1,,10.0,Mon,0,42.6,Resolved on time
REQ-10654,Phone,Data,Payroll,External supplier,Standard,3.4,0,45,9,1,0,0.352,44.0,Mon,1,50.4,Escalated late
REQ-10655,Portal,HR,System issue,,Urgent,34.0,0,71,8,0,0,0.476,,Fri,1,61.0,Escalated late
REQ-10656,Phone,Data,Procurement,Internal,Standard,12.9,1,24,4,0,1,0.358,42.0,Wed,0,26.9,Resolved on time
REQ-10657,Portal,HR,Procurement,Internal,Urgent,43.6,2,42,8,1,1,0.164,16.0,Tue,1,75.6,Resolved late
REQ-10658,Email,Finance,Policy query,Internal,Standard,8.3,1,39,6,0,1,0.084,51.0,Thu,0,42.8,Resolved on time
REQ-10659,Phone,HR,Access,,Standard,2.4,2,43,6,0,1,0.028,15.0,Wed,0,26.9,Resolved on time
REQ-10660,Email,HR,System issue,Internal,Urgent,22.8,3,45,8,1,1,0.397,22.0,Tue,1,56.8,Resolved late
REQ-10661,Email,Data,Access,Key client,Standard,21.9,1,58,7,0,1,0.151,56.0,Mon,1,52.5,Resolved late
REQ-10662,Portal,IT,Procurement,Partner,Low,6.1,0,43,9,2,1,0.458,38.0,Tue,1,68.4,Resolved late
REQ-10663,Phone,IT,System issue,Key client,Standard,6.6,0,60,4,0,1,0.613,17.0,Thu,1,65.4,Resolved late
REQ-10664,Chat,HR,Data report,Internal,Low,25.6,2,40,8,0,1,0.554,77.0,Thu,1,57.2,Resolved late
REQ-10665,Email,Facilities,Data report,Partner,Standard,19.4,0,37,6,1,1,0.24,30.0,Tue,0,29.1,Resolved on time
REQ-10666,Email,Facilities,Hardware,Internal,Standard,11.9,2,33,7,3,1,0.493,33.0,Thu,0,27.5,Resolved on time
REQ-10667,Chat,Data,Payroll,Internal,Standard,20.7,2,17,8,3,1,0.104,35.0,Thu,0,46.5,Auto closed
REQ-10668,Email,HR,Payroll,Internal,Urgent,18.1,2,46,5,3,1,0.348,53.0,Fri,1,57.9,Resolved late
REQ-10669,Email,HR,Procurement,Internal,Low,7.2,1,71,8,1,1,0.285,32.0,Wed,1,55.7,Resolved late
REQ-10670,Email,IT,Procurement,Internal,Standard,26.9,1,48,7,3,1,0.084,36.0,Tue,1,67.0,Resolved late
REQ-10671,Portal,Finance,Payroll,Partner,Standard,23.5,5,52,6,0,1,0.218,,Mon,0,19.5,Resolved on time
REQ-10672,Chat,Data,Hardware,Partner,Standard,15.1,1,36,7,2,1,0.422,62.0,Mon,0,28.7,Resolved on time
REQ-10673,Phone,Facilities,Hardware,Key client,Low,25.6,2,39,7,2,0,0.151,34.0,Mon,0,40.8,Resolved on time
REQ-10674,Phone,Finance,Payroll,Internal,Low,47.0,0,56,6,0,1,0.355,35.0,Wed,0,50.5,Resolved on time
REQ-10675,Email,HR,Access,Partner,Standard,6.5,1,70,8,1,1,0.293,7.0,Tue,0,26.2,Resolved on time
REQ-10676,Portal,Data,System issue,Key client,Standard,12.3,1,63,7,0,0,0.139,42.0,Tue,1,64.0,Resolved late
REQ-10677,Portal,Finance,Data report,Internal,Standard,12.8,2,53,6,2,1,0.112,57.0,Thu,0,26.2,Resolved on time
REQ-10678,Email,IT,Access,Key client,Low,25.2,0,42,11,1,1,0.369,31.0,Tue,0,60.0,Resolved on time
REQ-10679,Email,HR,System issue,Internal,Standard,9.3,3,45,8,0,1,0.204,72.0,Fri,0,32.4,Resolved on time
REQ-10680,Email,IT,System issue,Internal,Standard,24.3,5,31,7,0,1,0.271,14.0,Mon,1,65.3,Resolved late
REQ-10681,Email,IT,Hardware,Internal,Low,10.2,2,22,8,0,1,0.371,23.0,Tue,1,47.9,Escalated late
REQ-10682,Portal,IT,Access,Internal,Standard,5.9,6,26,5,1,1,0.375,69.0,Mon,1,55.4,Resolved late
REQ-10683,Phone,Finance,Access,Internal,Standard,15.8,0,43,7,1,0,0.15,56.0,Wed,1,67.1,Resolved late
REQ-10684,Email,Facilities,Access,Internal,Standard,10.0,2,38,7,0,1,0.146,13.0,Mon,0,22.4,Resolved on time
REQ-10685,Portal,HR,System issue,Internal,Urgent,16.9,2,21,5,0,1,0.346,15.0,Tue,1,60.4,Escalated late
REQ-10686,Phone,HR,Policy query,External supplier,Standard,19.8,2,41,8,1,0,0.566,51.0,Thu,0,51.4,Resolved on time
REQ-10687,Phone,Data,Access,Internal,Standard,3.6,3,38,6,1,1,0.347,46.0,Fri,1,67.8,Escalated late
REQ-10688,Phone,Facilities,System issue,Internal,Low,10.9,1,26,7,2,1,0.401,33.0,Wed,0,36.4,Resolved on time
REQ-10689,Portal,Finance,Access,Internal,Low,15.8,0,37,6,0,1,0.533,70.0,Fri,1,55.8,Escalated late
REQ-10690,Phone,HR,Data report,External supplier,Low,25.7,1,38,13,0,1,0.172,26.0,Thu,0,23.3,Resolved on time
REQ-10691,Email,Data,System issue,Key client,Standard,23.6,2,33,6,0,0,0.588,,Thu,1,58.5,Resolved late
REQ-10692,Portal,IT,Payroll,External supplier,Urgent,7.7,4,55,3,2,1,,53.0,Fri,1,65.8,Resolved late
REQ-10693,Email,HR,Access,Internal,Low,13.2,0,15,4,1,1,0.34,59.0,Mon,1,52.5,Resolved late
REQ-10694,Portal,Data,Data report,Internal,Low,20.5,0,14,9,1,1,0.245,27.0,Tue,0,39.7,Resolved on time
REQ-10695,Portal,Finance,Policy query,Key client,Standard,12.6,3,42,10,1,1,0.321,20.0,Wed,0,32.9,Resolved on time
REQ-10696,Email,Facilities,Hardware,Internal,Standard,8.4,0,43,6,0,1,0.356,10.0,Thu,0,25.4,Resolved on time
REQ-10697,Phone,Finance,Hardware,Partner,Standard,14.5,2,48,10,0,1,0.481,38.0,Fri,1,49.5,Resolved late
REQ-10698,Email,Facilities,Access,External supplier,Standard,19.2,1,34,9,3,1,0.136,45.0,Mon,0,22.3,Auto closed
REQ-10699,Email,HR,Procurement,Internal,Urgent,7.1,0,29,7,1,1,0.426,61.0,Tue,0,30.2,Resolved on time
REQ-10700,Email,IT,Data report,External supplier,Standard,22.0,1,42,7,3,1,0.405,46.0,Tue,0,44.2,Auto closed
REQ-10701,Portal,HR,System issue,Key client,Standard,16.4,2,36,8,2,0,0.642,28.0,Thu,1,53.5,Resolved late
REQ-10702,Email,IT,System issue,Internal,Standard,22.5,1,64,9,1,1,0.295,42.0,Fri,1,74.3,Resolved late
REQ-10703,Portal,Data,Policy query,Internal,Standard,14.2,0,37,8,1,1,0.67,62.0,Fri,0,21.1,Resolved on time
REQ-10704,Email,HR,System issue,Internal,Urgent,42.6,3,41,6,2,0,0.098,44.0,Thu,1,59.6,Escalated late
REQ-10705,Phone,Finance,Hardware,Partner,Low,18.9,1,77,7,1,1,0.115,58.0,Thu,1,58.7,Escalated late
REQ-10706,Chat,Facilities,Procurement,Internal,Standard,24.2,3,39,11,1,1,0.561,20.0,Wed,1,62.9,Escalated late
REQ-10707,Portal,Facilities,Hardware,Internal,Standard,21.9,2,50,8,1,0,0.181,52.0,Thu,0,32.8,Resolved on time
REQ-10708,Portal,HR,Payroll,Key client,Urgent,13.1,3,51,9,0,0,0.397,46.0,Mon,1,55.7,Resolved late
REQ-10709,Chat,Finance,Policy query,Internal,Standard,17.8,2,52,9,1,1,0.364,32.0,Wed,1,55.7,Resolved late
REQ-10710,Chat,Data,Data report,Internal,Standard,9.5,1,46,8,0,1,0.489,63.0,Tue,0,41.2,Resolved on time
REQ-10711,Portal,Facilities,Policy query,Key client,Standard,40.7,6,45,8,1,0,0.505,92.0,Fri,0,32.1,Resolved on time
REQ-10712,Chat,Facilities,Payroll,Internal,Standard,20.4,0,43,9,0,0,0.63,16.0,Tue,0,19.8,Resolved on time
REQ-10713,Chat,Data,Procurement,Internal,Standard,8.0,3,34,9,2,1,0.21,13.0,Tue,1,56.4,Resolved late
REQ-10714,Phone,Facilities,Procurement,Internal,Standard,34.9,1,47,8,0,1,0.323,32.0,Wed,1,57.0,Escalated late
REQ-10715,Portal,IT,Access,Internal,Low,13.6,1,70,6,0,1,0.174,36.0,Fri,1,57.0,Resolved late
REQ-10716,Email,Finance,Hardware,Internal,Standard,26.5,0,59,8,0,0,0.215,38.0,Fri,0,39.2,Resolved on time
REQ-10717,Email,IT,Procurement,Partner,Urgent,3.5,1,46,7,2,0,,27.0,Wed,1,54.7,Resolved late
REQ-10718,Portal,Facilities,Access,External supplier,Standard,30.9,2,54,7,0,1,0.232,14.0,Fri,1,61.6,Escalated late
REQ-10719,Portal,Data,Policy query,Internal,Standard,19.8,1,30,13,0,1,0.181,33.0,Thu,0,51.7,Resolved on time
REQ-10720,Portal,Finance,Access,External supplier,Urgent,7.5,2,38,4,0,1,0.374,36.0,Fri,1,72.3,Resolved late
REQ-10721,Portal,HR,Hardware,Key client,Standard,19.6,1,55,9,1,1,0.174,32.0,Fri,0,26.1,Resolved on time
REQ-10722,Portal,IT,System issue,Key client,Urgent,38.1,0,63,6,0,1,0.419,37.0,Tue,1,60.4,Resolved late
REQ-10723,Phone,Data,Access,Key client,Standard,9.7,1,31,8,1,1,0.405,42.0,Wed,1,47.0,Resolved late
REQ-10724,Email,IT,Policy query,Key client,Urgent,9.6,2,35,13,0,1,0.333,34.0,Tue,1,65.1,Resolved late
REQ-10725,Email,IT,System issue,Partner,Low,13.0,1,73,6,1,0,0.252,,Tue,1,51.0,Resolved late
REQ-10726,Phone,IT,Access,Internal,Standard,15.7,1,43,6,0,1,0.115,37.0,Wed,1,59.1,Resolved late
REQ-10727,Chat,IT,System issue,Internal,Standard,27.7,3,68,7,1,1,0.286,44.0,Mon,1,57.9,Resolved late
REQ-10728,Chat,Finance,Data report,Internal,Standard,20.6,0,45,6,0,0,0.364,39.0,Tue,1,71.5,Resolved late
REQ-10729,Chat,Finance,System issue,Internal,Urgent,13.0,1,45,9,1,1,0.177,95.0,Fri,1,61.7,Resolved late
REQ-10730,Chat,HR,System issue,Key client,Standard,18.3,2,38,6,3,1,0.386,45.0,Mon,1,57.9,Resolved late
REQ-10731,Email,IT,System issue,Internal,Standard,42.1,0,55,9,1,1,0.516,38.0,Thu,1,65.9,Resolved late
REQ-10732,Portal,IT,Data report,Internal,Standard,23.0,1,61,5,0,0,0.452,24.0,Thu,0,46.0,Auto closed
REQ-10733,Email,HR,Payroll,Internal,Standard,14.0,0,28,4,1,1,0.721,25.0,Tue,0,19.3,Resolved on time
REQ-10734,Portal,IT,System issue,Internal,Standard,12.7,2,37,7,4,1,0.264,32.0,Wed,0,26.5,Resolved on time
REQ-10735,Chat,Facilities,Policy query,Key client,Low,17.6,0,55,4,4,1,0.336,32.0,Fri,0,52.3,Resolved on time
REQ-10736,Portal,IT,Data report,Key client,Standard,27.4,2,40,11,1,1,0.271,32.0,Fri,0,62.6,Resolved on time
REQ-10737,Portal,HR,Data report,Internal,Urgent,8.6,1,35,4,1,1,0.141,46.0,Fri,0,25.3,Resolved on time
REQ-10738,Email,HR,Procurement,Internal,Standard,25.0,1,56,5,0,1,0.237,62.0,Thu,1,69.0,Resolved late
REQ-10739,Email,HR,System issue,Internal,Standard,13.8,4,57,8,1,1,0.054,53.0,Fri,1,53.3,Resolved late
REQ-10740,Email,IT,Policy query,Internal,Standard,15.3,2,36,6,1,1,0.473,50.0,Tue,0,23.8,Resolved on time
REQ-10741,Email,IT,Access,Key client,Standard,63.3,2,45,4,0,1,0.215,23.0,Thu,1,58.2,Resolved late
REQ-10742,Chat,Data,Hardware,Key client,Low,23.4,4,25,12,0,1,0.336,66.0,Thu,0,42.7,Resolved on time
REQ-10743,Portal,IT,Procurement,Internal,Standard,10.2,0,29,5,1,0,0.168,24.0,Fri,1,57.1,Resolved late
REQ-10744,Phone,Finance,Procurement,Internal,Standard,19.8,1,44,7,1,1,0.325,43.0,Tue,0,42.5,Resolved on time
REQ-10745,Phone,Finance,Data report,External supplier,Low,28.3,2,42,7,1,1,0.301,48.0,Fri,0,43.9,Resolved on time
REQ-10746,Email,HR,Access,Partner,Low,23.6,1,28,9,2,1,0.36,67.0,Wed,1,55.4,Resolved late
REQ-10747,Email,HR,Payroll,,Standard,2.0,0,32,8,1,1,0.149,87.0,Mon,1,55.2,Resolved late
REQ-10748,Phone,Facilities,Data report,Internal,Standard,14.8,3,27,6,0,1,0.116,31.0,Thu,0,29.4,Resolved on time
REQ-10749,Email,Data,Data report,Internal,Standard,20.4,0,48,7,4,0,0.43,41.0,Fri,1,59.4,Escalated late
REQ-10750,Chat,HR,Data report,External supplier,Low,19.3,0,14,7,1,1,0.15,64.0,Wed,0,30.3,Auto closed
REQ-10751,Email,HR,System issue,Internal,Standard,10.9,0,28,9,0,1,0.331,91.0,Wed,1,60.3,Resolved late
REQ-10752,Phone,IT,Data report,Internal,Standard,23.8,3,16,5,0,1,0.469,33.0,Fri,0,27.9,Resolved on time
REQ-10753,Phone,Finance,System issue,External supplier,Standard,31.0,1,48,12,1,1,0.506,24.0,Fri,1,51.4,Escalated late
REQ-10754,Email,Facilities,Data report,Key client,Standard,3.7,2,17,6,0,0,0.331,17.0,Wed,0,57.2,Resolved on time
REQ-10755,Email,IT,Procurement,Internal,Low,3.4,1,42,7,1,0,0.194,13.0,Thu,0,26.5,Resolved on time
REQ-10756,Chat,HR,Data report,Internal,Urgent,19.7,3,65,5,0,1,0.497,26.0,Thu,1,49.4,Escalated late
REQ-10757,Email,Data,Access,Internal,Low,25.1,1,65,5,0,1,0.236,58.0,Thu,1,66.9,Resolved late
REQ-10758,Portal,IT,Hardware,Key client,Standard,9.7,2,17,6,2,1,0.027,60.0,Thu,1,52.2,Escalated late
REQ-10759,Portal,Finance,Procurement,Internal,Low,2.2,2,46,6,0,1,,45.0,Tue,1,65.6,Resolved late
REQ-10760,Email,Facilities,System issue,External supplier,Standard,15.0,0,28,7,2,0,0.371,32.0,Tue,0,26.2,Resolved on time
REQ-10761,Phone,IT,Data report,External supplier,Standard,19.5,2,25,6,1,0,0.536,,Mon,0,61.8,Resolved on time
REQ-10762,Phone,IT,Access,Key client,Urgent,12.2,0,40,9,0,1,0.153,39.0,Fri,1,76.8,Resolved late
REQ-10763,Portal,IT,Data report,Key client,Standard,28.8,2,59,6,1,1,0.288,33.0,Tue,1,57.7,Resolved late
REQ-10764,Phone,Data,Hardware,Internal,Standard,18.7,0,50,6,2,1,0.595,44.0,Thu,1,64.4,Resolved late
REQ-10765,Email,IT,System issue,Internal,Low,8.9,2,32,7,0,1,0.111,31.0,Thu,0,34.1,Resolved on time
REQ-10766,Email,IT,System issue,Partner,Low,9.6,1,52,9,3,1,0.236,44.0,Thu,0,26.0,Resolved on time
REQ-10767,Portal,IT,Data report,Internal,Standard,15.2,0,11,8,2,1,0.385,48.0,Fri,0,38.5,Resolved on time
REQ-10768,Chat,IT,Data report,Internal,Standard,11.6,2,31,7,3,0,0.479,54.0,Fri,1,60.2,Escalated late
REQ-10769,Email,Facilities,Payroll,Internal,Standard,3.2,1,30,5,1,0,0.31,15.0,Mon,1,61.5,Resolved late
REQ-10770,Email,IT,Procurement,Internal,Urgent,17.6,3,43,5,1,1,,67.0,Fri,1,65.4,Escalated late
REQ-10771,Portal,Finance,System issue,Internal,Standard,9.8,2,39,5,0,1,0.319,36.0,Tue,0,30.6,Auto closed
REQ-10772,Phone,Finance,System issue,Key client,Urgent,11.2,2,40,10,1,1,0.592,87.0,Thu,0,25.3,Resolved on time
REQ-10773,Email,Data,Procurement,Partner,Standard,6.5,1,40,9,1,1,0.322,58.0,Thu,0,36.4,Resolved on time
REQ-10774,Portal,IT,Payroll,Key client,Standard,38.7,1,42,6,1,1,0.499,24.0,Mon,1,67.6,Resolved late
REQ-10775,Phone,Data,Access,Partner,Standard,22.5,2,50,6,1,0,0.3,50.0,Tue,1,67.7,Resolved late
REQ-10776,Portal,Finance,Access,Internal,Standard,44.8,2,44,6,1,1,0.348,65.0,Fri,1,68.0,Resolved late
REQ-10777,Email,IT,Hardware,Partner,Urgent,12.2,1,38,6,0,1,0.127,34.0,Mon,0,35.0,Resolved on time
REQ-10778,Email,Facilities,Payroll,Internal,Standard,23.4,1,48,8,1,1,0.321,23.0,Tue,1,49.5,Resolved late
REQ-10779,Portal,Data,Policy query,Internal,Urgent,17.8,1,54,7,0,1,0.509,21.0,Mon,1,91.0,Resolved late
REQ-10780,Portal,IT,Procurement,External supplier,Standard,9.2,0,34,12,1,0,0.218,17.0,Mon,0,39.5,Resolved on time
REQ-10781,Chat,Data,Hardware,Internal,Low,12.1,1,41,10,1,1,0.592,11.0,Thu,1,56.3,Resolved late
REQ-10782,Portal,Finance,Access,Internal,Standard,22.5,1,58,10,4,1,0.369,37.0,Fri,1,69.5,Escalated late
REQ-10783,Phone,Finance,Payroll,Internal,Standard,6.5,1,27,9,3,0,0.234,22.0,Wed,1,51.7,Resolved late
REQ-10784,Chat,Data,System issue,Internal,Urgent,29.0,3,67,7,0,1,0.392,27.0,Tue,1,65.7,Escalated late
REQ-10785,Portal,HR,Payroll,Internal,Standard,16.8,1,23,9,1,1,0.342,88.0,Fri,0,29.1,Resolved on time
REQ-10786,Portal,Facilities,System issue,Internal,Low,26.6,1,37,7,1,1,0.1,48.0,Tue,1,52.0,Escalated late
REQ-10787,Chat,HR,System issue,External supplier,Low,19.5,0,29,11,1,1,0.126,24.0,Tue,0,23.9,Resolved on time
REQ-10788,Email,Facilities,Access,Internal,Low,3.8,3,73,8,0,1,0.191,109.0,Wed,1,63.8,Resolved late
REQ-10789,Phone,Finance,Data report,Internal,Standard,14.8,0,35,8,0,0,0.092,44.0,Mon,0,37.2,Resolved on time
REQ-10790,Phone,IT,Policy query,Internal,Low,29.4,2,35,8,3,1,0.279,5.0,Tue,1,52.9,Resolved late
REQ-10791,Email,HR,Payroll,Partner,Standard,16.7,0,37,11,2,1,,104.0,Thu,0,29.2,Resolved on time
REQ-10792,Portal,HR,Access,Internal,Standard,15.1,0,43,5,2,0,0.203,78.0,Thu,0,34.7,Resolved on time
REQ-10793,Email,IT,Policy query,Internal,Urgent,16.6,2,37,11,1,1,0.304,45.0,Fri,0,27.3,Resolved on time
REQ-10794,Email,IT,System issue,Internal,Low,3.0,0,40,7,0,1,0.487,36.0,Thu,0,58.5,Resolved on time
REQ-10795,Portal,HR,Procurement,Key client,Standard,31.3,1,8,5,2,1,0.411,58.0,Tue,0,35.9,Resolved on time
REQ-10796,Email,IT,Procurement,Partner,Low,1.6,1,43,6,0,1,0.364,43.0,Thu,0,30.6,Resolved on time
REQ-10797,Phone,IT,Hardware,Key client,Urgent,35.5,4,42,4,1,1,0.629,30.0,Fri,1,71.7,Resolved late
REQ-10798,Chat,Facilities,System issue,Partner,Low,11.6,0,57,9,0,1,0.481,29.0,Thu,1,64.9,Resolved late
REQ-10799,Phone,Facilities,Procurement,Internal,Low,20.4,1,60,5,2,1,0.032,62.0,Thu,0,34.8,Auto closed
REQ-10800,Email,Facilities,Access,Internal,Low,2.7,0,39,8,1,1,0.232,24.0,Wed,0,36.1,Resolved on time
REQ-10801,Email,HR,Data report,Internal,Standard,25.0,1,53,10,0,1,0.154,62.0,Fri,1,67.8,Escalated late
REQ-10802,Email,Data,Policy query,Internal,Low,22.3,0,27,6,2,1,0.091,39.0,Tue,0,26.7,Resolved on time
REQ-10803,Email,Finance,System issue,Internal,Standard,21.4,3,53,7,0,1,0.331,15.0,Wed,1,48.8,Resolved late
REQ-10804,Chat,IT,Hardware,Internal,Standard,2.6,0,34,5,0,1,0.395,64.0,Tue,0,45.1,Resolved on time
REQ-10805,Portal,IT,Access,Internal,Standard,8.2,0,25,7,0,1,0.233,24.0,Mon,1,60.2,Escalated late
REQ-10806,Email,Facilities,Policy query,Key client,Low,19.6,2,39,13,0,1,0.397,26.0,Thu,0,27.9,Auto closed
REQ-10807,Chat,IT,Policy query,Internal,Low,30.8,0,62,9,0,1,0.181,35.0,Mon,1,53.2,Resolved late
REQ-10808,Portal,Finance,Procurement,Key client,Standard,7.3,2,45,7,1,1,0.189,38.0,Tue,1,52.5,Resolved late
REQ-10809,Email,Data,Data report,Key client,Low,7.5,4,63,6,2,1,0.499,45.0,Thu,1,61.2,Escalated late
REQ-10810,Email,IT,Procurement,Internal,Standard,18.7,3,32,7,2,1,0.275,63.0,Tue,1,59.3,Resolved late
REQ-10811,Portal,IT,Payroll,Internal,Standard,59.8,1,57,8,1,1,0.203,62.0,Fri,1,71.9,Resolved late
REQ-10812,Phone,Data,Access,Key client,Standard,9.3,5,33,7,0,1,0.09,29.0,Mon,1,65.5,Escalated late
REQ-10813,Email,Finance,Access,Key client,Low,11.4,3,45,9,0,1,0.221,29.0,Wed,0,39.6,Resolved on time
REQ-10814,Chat,IT,Hardware,Internal,Standard,10.2,3,45,6,1,0,0.208,59.0,Mon,0,43.1,Resolved on time
REQ-10815,Chat,Data,System issue,Internal,Low,13.8,0,51,6,1,1,0.77,22.0,Mon,0,33.8,Resolved on time
REQ-10816,Chat,Data,Access,Key client,Standard,32.3,1,46,8,1,0,0.244,39.0,Thu,1,79.3,Escalated late
REQ-10817,Email,Finance,Hardware,Key client,Low,14.3,1,32,5,2,0,0.398,75.0,Mon,1,54.4,Resolved late
REQ-10818,Email,Facilities,Procurement,Internal,Urgent,63.4,1,54,9,1,1,0.109,31.0,Fri,1,70.8,Escalated late
REQ-10819,Chat,HR,Hardware,Internal,Standard,16.2,0,66,7,1,1,0.038,17.0,Wed,1,48.8,Resolved late
REQ-10820,Email,IT,Access,External supplier,Low,34.3,1,34,4,1,1,0.355,24.0,Wed,1,48.9,Resolved late
REQ-10821,Portal,Finance,Data report,Internal,Low,12.1,0,16,8,0,0,0.234,25.0,Fri,1,51.6,Escalated late
REQ-10822,Phone,HR,Payroll,Partner,Standard,5.4,0,49,4,0,1,0.136,23.0,Tue,0,30.6,Resolved on time
REQ-10823,Email,Facilities,Data report,Internal,Low,14.3,0,37,9,0,0,0.189,34.0,Tue,1,48.5,Resolved late
REQ-10824,Phone,Data,Policy query,Internal,Low,21.6,1,40,7,0,1,0.198,103.0,Wed,1,58.4,Resolved late
REQ-10825,Chat,IT,Access,Internal,Urgent,8.3,2,50,11,4,1,0.317,50.0,Thu,1,56.3,Escalated late
REQ-10826,Phone,Finance,Policy query,Internal,Standard,30.9,1,36,10,0,1,0.339,35.0,Fri,0,60.7,Resolved on time
REQ-10827,Portal,IT,Policy query,External supplier,Low,10.6,2,38,5,1,1,0.299,37.0,Wed,1,50.5,Escalated late
REQ-10828,Chat,Data,System issue,Internal,Standard,6.5,4,41,3,3,1,0.445,27.0,Tue,1,60.8,Resolved late
REQ-10829,Portal,IT,Data report,External supplier,Low,56.1,2,63,6,1,0,0.504,37.0,Fri,1,65.2,Resolved late
REQ-10830,Phone,Finance,Data report,Internal,Urgent,8.0,1,42,5,0,1,0.277,73.0,Wed,1,49.0,Escalated late
REQ-10831,Phone,Finance,Data report,Partner,Low,10.4,1,25,11,0,0,0.176,40.0,Fri,0,49.9,Resolved on time
REQ-10832,Phone,HR,System issue,External supplier,Standard,24.0,1,25,7,0,0,0.165,62.0,Wed,1,67.3,Escalated late
REQ-10833,Email,Facilities,Access,Key client,Standard,11.8,1,44,9,1,1,0.135,57.0,Mon,1,73.3,Resolved late
REQ-10834,Email,Facilities,Policy query,Internal,Low,6.7,3,26,7,0,1,0.102,100.0,Fri,0,34.2,Auto closed
REQ-10835,Email,Finance,Data report,Key client,Low,9.6,0,20,7,2,1,0.142,57.0,Thu,0,25.7,Resolved on time
REQ-10836,Portal,Facilities,System issue,Key client,Standard,46.6,1,51,7,1,1,0.114,97.0,Tue,1,50.1,Resolved late
REQ-10837,Portal,Data,Payroll,External supplier,Urgent,22.1,1,52,10,1,0,0.465,64.0,Fri,1,68.5,Resolved late
REQ-10838,Portal,HR,Access,Internal,Standard,25.0,5,37,8,1,0,0.278,45.0,Mon,0,28.0,Auto closed
REQ-10839,Portal,Finance,Procurement,Internal,Standard,18.1,5,46,5,1,0,0.291,25.0,Fri,1,48.1,Resolved late
REQ-10840,Phone,IT,Procurement,Internal,Standard,20.3,6,45,11,1,1,0.164,61.0,Wed,1,56.7,Resolved late
REQ-10841,Chat,Facilities,Procurement,Key client,Standard,11.1,1,50,7,0,1,0.122,64.0,Wed,0,31.3,Resolved on time
REQ-10842,Email,Finance,Payroll,External supplier,Standard,16.6,1,50,7,2,1,0.071,65.0,Mon,0,47.8,Resolved on time
REQ-10843,Phone,HR,Hardware,Internal,Standard,2.3,1,8,2,0,0,0.221,7.0,Mon,0,29.3,Resolved on time
REQ-10844,Phone,IT,Procurement,Partner,Standard,28.2,3,39,9,2,1,0.349,,Thu,1,59.3,Resolved late
REQ-10845,Portal,Data,Payroll,External supplier,Low,11.1,0,49,8,0,1,0.447,49.0,Wed,0,31.5,Resolved on time
REQ-10846,Email,HR,Policy query,Internal,Urgent,5.8,3,36,8,1,1,0.148,32.0,Mon,0,42.4,Resolved on time
REQ-10847,Phone,Facilities,Access,Internal,Low,17.3,4,43,7,0,1,0.229,29.0,Thu,1,53.9,Resolved late
REQ-10848,Chat,IT,Payroll,Key client,Low,13.1,1,53,6,1,1,0.257,26.0,Thu,0,35.6,Resolved on time
REQ-10849,Phone,Data,Hardware,Key client,Standard,27.5,0,43,7,2,1,0.411,15.0,Tue,1,55.3,Resolved late
