customer_id,signup_date,last_login_date,region,sector,plan_type,contract_type,acquisition_channel,monthly_fee_gbp,tenure_months,usage_minutes_30d,active_days_30d,support_tickets_90d,invoices_late_6m,satisfaction_score,renewal_month,account_notes,cancellation_reason,account_closed_date,retention_offer_after_churn,churned,signup_month,signup_quarter,days_since_last_login,tenure_band,usage_per_active_day,fee_per_usage_minute,ticket_rate_per_tenure,low_usage_high_tickets_flag,monthly_contract_low_satisfaction_flag,account_note_length,mentions_price_issue,mentions_support_issue,late_payment_rate,days_to_renewal,satisfaction_x_support_load
CUST-1556,2023-10-23,2024-12-09,South East,Retail,Premium,Monthly,Self-serve,166.95,14,501.3,18,0,1,9.5,10,Customer happy with product but needs integration advice.,support,2025-03-06,none,1,10,4,22,growing,27.85,0.3330341113105924,0.0,0,0,57,0,0,0.07142857142857142,274,0.0
CUST-1557,2020-07-28,2024-12-24,South East,Retail,Standard,Monthly,Sales-led,107.73,53,165.9,7,2,1,6.8,11,Support issue around onboarding and admin setup.,,,,0,7,3,7,long_term,23.7,0.649367088607595,0.03773584905660377,0,0,48,0,1,0.018867924528301886,305,6.4
CUST-1558,2020-01-30,2024-12-26,North West,Professional Services,Standard,Annual,Sales-led,101.05,59,307.3,14,1,3,7.3,2,Manager requested renewal details and training resources.,,,,0,1,1,5,long_term,21.95,0.32883176049463064,0.01694915254237288,0,0,57,0,0,0.05084745762711865,32,2.7
CUST-1559,2023-04-06,2024-12-29,Scotland,Technology,Premium,Monthly,Sales-led,162.31,20,250.2,9,1,1,9.2,12,Customer happy with product but needs integration advice.,,,,0,4,2,2,established,27.799999999999997,0.6487210231814549,0.05,0,0,57,0,0,0.05,335,0.8000000000000007
CUST-1560,2021-09-03,2024-12-25,North West,Education,Standard,Annual,Self-serve,96.74,39,158.2,5,2,0,,11,Multiple support contacts; wants faster response time.,,,,0,9,3,6,long_term,31.639999999999997,0.6115044247787611,0.05128205128205128,0,0,54,0,1,0.0,305,10.0
CUST-1561,2021-06-05,2024-12-29,London,Healthcare,Premium,Monthly,Sales-led,161.07,42,189.8,11,2,1,9.5,8,Multiple support contacts; wants faster response time.,,,,0,6,2,2,long_term,17.254545454545454,0.8486301369863013,0.047619047619047616,0,0,54,0,1,0.023809523809523808,213,1.0
CUST-1562,2022-11-13,2024-12-20,South East,Healthcare,Standard,Annual,Sales-led,98.36,25,298.7,13,0,0,9.3,8,Customer happy with product but needs integration advice.,,,,0,11,4,11,established,22.976923076923075,0.32929360562437227,0.0,0,0,57,0,0,0.0,213,0.0
CUST-1563,2022-02-02,2024-12-27,Northern Ireland,Healthcare,Enterprise,Monthly,Sales-led,329.14,34,146.2,3,0,0,7.9,8,Low usage noted in recent month; customer did not attend webinar.,,,,0,2,1,4,established,48.73333333333333,2.2512995896032835,0.0,0,0,65,0,0,0.0,213,0.0
CUST-1564,2023-08-28,2024-12-10,Wales,Manufacturing,Standard,Monthly,Self-serve,105.35,16,311.8,13,2,0,7.9,4,Low usage noted in recent month; customer did not attend webinar.,support,2025-03-09,none,1,8,3,21,growing,23.984615384615385,0.33787684413085306,0.125,0,0,65,0,0,0.0,91,4.199999999999999
CUST-1565,2021-11-13,2024-12-30,Wales,Technology,Basic,Monthly,Renewal upgrade,53.54,37,,8,2,1,4.7,8,Multiple support contacts; wants faster response time.,business_closed,2025-03-26,discount,1,11,4,1,long_term,,,0.05405405405405406,0,1,54,0,1,0.02702702702702703,213,10.6
CUST-1566,2022-11-06,2024-12-19,Wales,Technology,Premium,Annual,Sales-led,201.9,25,389.0,22,0,1,10.0,4,Healthy adoption in team; users asked for reporting improvements.,,,,0,11,4,12,established,17.681818181818183,0.5190231362467866,0.0,0,0,65,0,0,0.04,91,0.0
CUST-1567,2023-07-07,2024-12-18,Midlands,Healthcare,Standard,Annual,Partner,109.17,17,269.2,14,1,0,7.8,3,Multiple support contacts; wants faster response time.,,,,0,7,3,13,growing,19.228571428571428,0.40553491827637445,0.058823529411764705,0,0,54,0,1,0.0,60,2.2
CUST-1568,2021-11-07,2024-12-30,London,Retail,Basic,Monthly,Partner,43.93,37,57.6,7,1,0,8.2,6,Customer happy with product but needs integration advice.,,,,0,11,4,1,long_term,8.22857142857143,0.7626736111111111,0.02702702702702703,0,0,57,0,0,0.0,152,1.8000000000000007
CUST-1569,2021-02-19,2024-12-27,South East,Healthcare,Basic,Monthly,Sales-led,58.82,46,143.1,3,4,1,7.7,9,Low usage noted in recent month; customer did not attend webinar.,price,2025-01-28,none,1,2,1,4,long_term,47.699999999999996,0.4110412299091545,0.08695652173913043,0,0,65,0,0,0.021739130434782608,244,9.2
CUST-1570,2023-11-23,2024-12-25,Scotland,Education,Premium,Annual,Partner,162.23,13,419.6,15,3,1,6.2,8,Low usage noted in recent month; customer did not attend webinar.,,,,0,11,4,6,growing,27.973333333333336,0.38663012392755003,0.23076923076923078,0,0,65,0,0,0.07692307692307693,213,11.399999999999999
CUST-1571,2020-11-27,2024-12-31,South East,Healthcare,Basic,Monthly,Partner,37.45,49,155.4,5,1,0,6.5,4,Invoice query raised; finance contact requested clarification.,,,,0,11,4,0,long_term,31.080000000000002,0.240990990990991,0.02040816326530612,0,0,62,1,0,0.0,91,3.5
CUST-1572,2020-02-27,2024-12-31,Northern Ireland,Manufacturing,Standard,Monthly,Self-serve,103.0,58,193.3,7,2,0,10.0,9,Customer happy with product but needs integration advice.,,,,0,2,1,0,long_term,27.614285714285717,0.5328504914640455,0.034482758620689655,0,0,57,0,0,0.0,244,0.0
CUST-1573,2022-04-24,2024-12-30,North West,Education,Basic,Annual,Sales-led,23.1,32,179.9,3,2,0,8.2,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,4,2,1,established,59.96666666666667,0.1284046692607004,0.0625,0,0,72,1,0,0.0,335,3.6000000000000014
CUST-1574,2023-12-11,2024-12-31,Midlands,Retail,Standard,Monthly,Sales-led,98.55,12,66.3,8,3,2,5.4,2,Invoice query raised; finance contact requested clarification.,competitor,2025-02-13,success_call,1,12,4,0,growing,8.2875,1.4864253393665159,0.25,1,1,62,1,0,0.16666666666666666,32,13.799999999999999
CUST-1575,2020-05-06,2024-12-29,Northern Ireland,Healthcare,Standard,Monthly,Renewal upgrade,86.76,55,330.8,17,2,1,7.8,8,Customer happy with product but needs integration advice.,,,,0,5,2,2,long_term,19.458823529411767,0.262273276904474,0.03636363636363636,0,0,57,0,0,0.01818181818181818,213,4.4
CUST-1576,2023-05-25,2024-12-01,North West,Healthcare,Standard,Monthly,Partner,100.22,19,46.6,1,4,2,7.6,7,Multiple support contacts; wants faster response time.,business_closed,2025-01-24,discount,1,5,2,30,established,46.6,2.150643776824034,0.21052631578947367,1,0,54,0,1,0.10526315789473684,182,9.600000000000001
CUST-1577,2023-04-27,2024-12-24,South West,Professional Services,Basic,Monthly,Renewal upgrade,36.07,20,273.0,13,2,1,9.1,7,Multiple support contacts; wants faster response time.,business_closed,2025-03-07,none,1,4,2,7,established,21.0,0.13212454212454214,0.1,0,0,54,0,1,0.05,182,1.8000000000000007
CUST-1578,2023-09-18,2024-12-23,Scotland,Professional Services,Basic,Annual,Renewal upgrade,54.09,15,138.8,6,2,0,5.4,3,Multiple support contacts; wants faster response time.,low_usage,2025-02-02,discount,1,9,3,8,growing,23.133333333333336,0.3896974063400576,0.13333333333333333,0,0,54,0,1,0.0,60,9.2
CUST-1579,2021-09-07,2024-12-31,Northern Ireland,Public Sector,Standard,Annual,Sales-led,99.23,39,278.5,14,1,0,10.0,9,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,9,3,0,long_term,19.892857142857142,0.35630161579892283,0.02564102564102564,0,0,72,1,0,0.0,244,0.0
CUST-1580,2021-01-06,2024-12-22,South East,Healthcare,Standard,Annual,Partner,115.8,47,72.8,0,1,1,8.6,1,Customer happy with product but needs integration advice.,,,,0,1,1,9,long_term,,1.5906593406593408,0.02127659574468085,0,0,57,0,0,0.02127659574468085,1,1.4000000000000004
CUST-1581,2022-01-17,2024-12-27,North West,Retail,Standard,Monthly,Self-serve,99.08,35,278.9,11,2,1,7.5,11,Multiple support contacts; wants faster response time.,,,,0,1,1,4,established,25.354545454545452,0.35525277877375405,0.05714285714285714,0,0,54,0,1,0.02857142857142857,305,5.0
CUST-1582,2020-07-26,2024-11-07,Scotland,Education,Basic,Annual,Partner,39.78,53,222.4,9,1,0,6.4,2,Multiple support contacts; wants faster response time.,,,,0,7,3,54,long_term,24.711111111111112,0.17886690647482015,0.018867924528301886,0,0,54,0,1,0.0,32,3.5999999999999996
CUST-1583,2023-05-15,2024-12-26,London,Public Sector,Basic,Monthly,Sales-led,46.04,19,186.4,10,1,1,,8,Low usage noted in recent month; customer did not attend webinar.,support,2025-01-13,success_call,1,5,2,5,established,18.64,0.24699570815450642,0.05263157894736842,0,0,65,0,0,0.05263157894736842,213,5.0
CUST-1584,2022-08-26,2024-12-14,North West,Retail,Basic,Annual,Sales-led,32.87,28,53.1,0,3,0,7.7,1,Multiple support contacts; wants faster response time.,,,,0,8,3,17,established,,0.619020715630885,0.10714285714285714,1,0,54,0,1,0.0,1,6.8999999999999995
CUST-1585,2021-12-06,2024-12-29,South West,Public Sector,Standard,Monthly,Partner,103.87,36,127.0,0,0,1,5.5,10,Multiple support contacts; wants faster response time.,,,,0,12,4,2,established,,0.8178740157480315,0.0,0,1,54,0,1,0.027777777777777776,274,0.0
CUST-1586,2022-01-23,2024-12-18,Wales,Technology,Standard,Annual,Partner,106.08,35,269.9,6,4,0,7.2,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,1,1,13,established,44.98333333333333,0.39303445720637276,0.11428571428571428,0,0,72,1,0,0.0,335,11.2
CUST-1587,2022-11-05,2024-12-25,London,Education,Premium,Monthly,Self-serve,208.63,25,,15,3,0,10.0,11,Multiple support contacts; wants faster response time.,,,,0,11,4,6,established,,,0.12,0,0,54,0,1,0.0,305,0.0
CUST-1588,2022-02-02,2024-12-30,South East,Manufacturing,Standard,Monthly,Sales-led,91.54,34,116.9,5,1,3,6.7,7,Customer happy with product but needs integration advice.,price,2025-02-15,none,1,2,1,1,established,23.380000000000003,0.7830624465355004,0.029411764705882353,0,0,57,0,0,0.08823529411764706,182,3.3
CUST-1589,2023-05-11,2024-12-24,London,Professional Services,Standard,Monthly,Sales-led,95.79,19,118.7,11,3,1,5.8,11,Low usage noted in recent month; customer did not attend webinar.,business_closed,2025-01-19,none,1,5,2,7,established,10.790909090909091,0.8069924178601516,0.15789473684210525,1,1,65,0,0,0.05263157894736842,305,12.600000000000001
CUST-1590,2023-09-11,2024-12-30,London,Technology,Standard,Monthly,Renewal upgrade,92.09,15,225.6,11,3,1,5.8,4,Healthy adoption in team; users asked for reporting improvements.,competitor,2025-03-18,discount,1,9,3,1,growing,20.509090909090908,0.4082003546099291,0.2,0,1,65,0,0,0.06666666666666667,91,12.600000000000001
CUST-1591,2023-10-18,2024-12-29,South West,Healthcare,Basic,Monthly,Self-serve,51.55,14,411.2,17,4,0,10.0,11,Multiple support contacts; wants faster response time.,,,,0,10,4,2,growing,24.188235294117646,0.1253647859922179,0.2857142857142857,0,0,54,0,1,0.0,305,0.0
CUST-1592,2022-06-24,2024-11-22,North West,Technology,Standard,Annual,Self-serve,103.58,30,159.7,6,3,0,8.7,8,Support issue around onboarding and admin setup.,,,,0,6,2,39,established,26.616666666666664,0.6485911083281153,0.1,0,0,48,0,1,0.0,213,3.900000000000002
CUST-1593,2022-12-20,2024-12-27,South East,Education,Standard,Annual,Self-serve,98.36,24,184.0,12,1,0,10.0,1,Manager requested renewal details and training resources.,,,,0,12,4,4,established,15.333333333333334,0.5345652173913044,0.041666666666666664,0,0,57,0,0,0.0,1,0.0
CUST-1594,2021-03-30,2024-12-22,Scotland,Professional Services,Standard,Monthly,Self-serve,112.04,45,146.9,4,1,2,7.5,12,Support issue around onboarding and admin setup.,support,2025-03-15,discount,1,3,1,9,long_term,36.725,0.7626957113682777,0.022222222222222223,0,0,48,0,1,0.044444444444444446,335,2.5
CUST-1595,2020-02-25,2024-12-28,London,Professional Services,Basic,Annual,Self-serve,41.6,58,157.4,6,1,1,9.4,5,Multiple support contacts; wants faster response time.,competitor,2025-01-13,discount,1,2,1,3,long_term,26.233333333333334,0.26429479034307496,0.017241379310344827,0,0,54,0,1,0.017241379310344827,121,0.5999999999999996
CUST-1596,2021-08-07,2024-12-13,South East,Manufacturing,Premium,Annual,Self-serve,190.83,40,451.4,14,1,0,,5,Manager requested renewal details and training resources.,,,,0,8,3,18,long_term,32.24285714285714,0.4227514399645548,0.025,0,0,57,0,0,0.0,121,5.0
CUST-1597,2023-06-26,2024-12-29,Midlands,Education,Enterprise,Annual,Partner,355.46,18,291.1,17,13,1,5.3,11,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-03-16,discount,1,6,2,2,growing,17.123529411764707,1.2210924081071795,0.7222222222222222,0,0,72,1,0,0.05555555555555555,305,61.1
CUST-1598,2020-07-13,2024-12-13,Wales,Professional Services,Basic,Annual,Renewal upgrade,48.86,53,498.8,22,3,1,8.8,5,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,7,3,18,long_term,22.672727272727272,0.0979550922213312,0.05660377358490566,0,0,72,1,0,0.018867924528301886,121,3.599999999999998
CUST-1599,2022-03-07,2024-12-01,South West,Public Sector,Standard,Annual,Renewal upgrade,95.22,33,235.6,7,3,0,9.8,5,Multiple support contacts; wants faster response time.,,,,0,3,1,30,established,33.65714285714286,0.4041595925297114,0.09090909090909091,0,0,54,0,1,0.0,121,0.5999999999999979
CUST-1600,2020-10-07,2024-12-18,Wales,Public Sector,Premium,Annual,Self-serve,208.12,50,472.5,18,1,0,9.6,2,Healthy adoption in team; users asked for reporting improvements.,,,,0,10,4,13,long_term,26.25,0.44046560846560845,0.02,0,0,65,0,0,0.0,32,0.40000000000000036
CUST-1601,2021-09-18,2024-12-19,North West,Education,Standard,Annual,Self-serve,89.2,39,191.1,10,1,0,7.1,12,Invoice query raised; finance contact requested clarification.,,,,0,9,3,12,long_term,19.11,0.4667713239141811,0.02564102564102564,0,0,62,1,0,0.0,335,2.9000000000000004
CUST-1602,2020-07-28,2024-12-16,Midlands,Healthcare,Premium,Annual,Partner,182.58,53,127.7,4,2,2,6.9,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,7,3,15,long_term,31.925,1.4297572435395458,0.03773584905660377,0,0,72,1,0,0.03773584905660377,1,6.199999999999999
CUST-1603,2022-12-08,2024-12-30,South West,Professional Services,Standard,Monthly,Partner,90.0,24,186.0,5,2,0,5.2,7,Multiple support contacts; wants faster response time.,price,2025-02-01,none,1,12,4,1,established,37.2,0.4838709677419355,0.08333333333333333,0,1,54,0,1,0.0,182,9.6
CUST-1604,2023-03-29,2024-12-15,Midlands,Public Sector,Enterprise,Monthly,Self-serve,370.43,21,338.0,11,2,0,4.9,6,Customer happy with product but needs integration advice.,price,2025-02-24,discount,1,3,1,16,established,30.727272727272727,1.0959467455621301,0.09523809523809523,0,1,57,0,0,0.0,152,10.2
CUST-1605,2023-01-12,2024-12-26,South West,Retail,Enterprise,Monthly,Partner,359.64,23,172.2,8,4,0,8.4,10,Healthy adoption in team; users asked for reporting improvements.,support,2025-02-03,none,1,1,1,5,established,21.525,2.088501742160279,0.17391304347826086,0,0,65,0,0,0.0,274,6.399999999999999
CUST-1606,2022-10-26,2024-12-24,Midlands,Technology,Basic,Annual,Partner,40.86,26,284.7,10,3,1,7.0,10,Multiple support contacts; wants faster response time.,,,,0,10,4,7,established,28.47,0.14351949420442572,0.11538461538461539,0,0,54,0,1,0.038461538461538464,274,9.0
CUST-1607,2020-12-09,2024-12-26,Northern Ireland,Healthcare,Standard,Monthly,Partner,105.15,48,150.6,4,1,0,7.5,1,Support issue around onboarding and admin setup.,,,,0,12,4,5,long_term,37.65,0.6982071713147411,0.020833333333333332,0,0,48,0,1,0.0,1,2.5
CUST-1608,2022-02-13,2024-12-11,London,Education,Standard,Annual,Partner,102.09,34,125.5,0,2,1,8.4,4,Multiple support contacts; wants faster response time.,,,,0,2,1,20,established,,0.8134661354581674,0.058823529411764705,0,0,54,0,1,0.029411764705882353,91,3.1999999999999993
CUST-1609,2020-06-01,2024-12-28,Midlands,Retail,Basic,Annual,Sales-led,42.8,54,452.3,18,3,0,10.0,6,Low usage noted in recent month; customer did not attend webinar.,,,,0,6,2,3,long_term,25.12777777777778,0.09462745965067432,0.05555555555555555,0,0,65,0,0,0.0,152,0.0
CUST-1610,2021-06-30,2024-12-27,North West,Professional Services,Standard,Annual,Self-serve,108.1,42,143.6,5,1,0,8.6,2,Manager requested renewal details and training resources.,,,,0,6,2,4,long_term,28.72,0.7527855153203342,0.023809523809523808,0,0,57,0,0,0.0,32,1.4000000000000004
CUST-1611,2022-01-08,2024-12-11,Scotland,Public Sector,Enterprise,Monthly,Self-serve,353.67,35,200.2,7,2,0,10.0,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,1,1,20,established,28.599999999999998,1.7665834165834167,0.05714285714285714,0,0,72,1,0,0.0,1,0.0
CUST-1612,2022-09-03,2024-12-29,Wales,Education,Basic,Annual,Sales-led,51.59,27,235.0,10,1,0,8.9,6,Support issue around onboarding and admin setup.,,,,0,9,3,2,established,23.5,0.21953191489361704,0.037037037037037035,0,0,48,0,1,0.0,152,1.0999999999999996
CUST-1613,2020-05-21,2024-12-22,South West,Education,Standard,Annual,Renewal upgrade,98.5,55,187.7,11,2,0,8.2,2,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,5,2,9,long_term,17.063636363636363,0.5247735748534896,0.03636363636363636,0,0,72,1,0,0.0,32,3.6000000000000014
CUST-1614,2023-04-01,2024-12-27,South West,Technology,Premium,Monthly,Self-serve,184.17,21,127.2,8,2,0,7.9,6,Invoice query raised; finance contact requested clarification.,support,2025-02-07,discount,1,4,2,4,established,15.9,1.447877358490566,0.09523809523809523,0,0,62,1,0,0.0,152,4.199999999999999
CUST-1615,2021-11-01,2024-12-24,South East,Technology,Standard,Annual,Sales-led,101.75,37,162.9,9,1,0,6.0,6,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,11,4,7,long_term,18.1,0.6246163290362186,0.02702702702702703,0,0,72,1,0,0.0,152,4.0
CUST-1616,2023-07-10,2024-12-28,Midlands,Public Sector,Standard,Monthly,Partner,99.71,17,450.1,17,3,0,10.0,12,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,7,3,3,growing,26.476470588235294,0.22152854921128637,0.17647058823529413,0,0,72,1,0,0.0,335,0.0
CUST-1617,2022-02-09,2024-12-20,Midlands,Retail,Enterprise,Annual,Partner,341.31,34,398.2,14,4,0,4.4,1,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,2,1,11,established,28.442857142857143,0.8571320944249121,0.11764705882352941,0,0,72,1,0,0.0,1,22.4
CUST-1618,2022-03-09,2024-12-30,South East,Education,Standard,Monthly,Partner,119.33,33,279.5,7,1,1,7.1,4,Multiple support contacts; wants faster response time.,,,,0,3,1,1,established,39.92857142857143,0.42694096601073345,0.030303030303030304,0,0,54,0,1,0.030303030303030304,91,2.9000000000000004
CUST-1619,2022-10-08,2024-12-17,London,Technology,Basic,Monthly,Self-serve,36.39,26,165.1,4,0,0,8.2,11,,competitor,2025-02-01,discount,1,10,4,14,established,41.275,0.22041187159297396,0.0,0,0,0,0,0,0.0,305,0.0
CUST-1620,2023-04-12,2024-12-29,London,Healthcare,Basic,Monthly,Renewal upgrade,54.13,20,179.2,7,2,1,6.2,11,Customer happy with product but needs integration advice.,support,2025-02-16,discount,1,4,2,2,established,25.599999999999998,0.3020647321428572,0.1,0,0,57,0,0,0.05,305,7.6
CUST-1621,2020-08-18,2024-12-22,Midlands,Professional Services,Enterprise,Monthly,Self-serve,345.16,52,210.3,5,4,0,6.7,8,Customer mentioned price sensitivity and asked about lower plan options.,price,2025-01-10,success_call,1,8,3,9,long_term,42.06,1.6412743699476937,0.07692307692307693,0,0,72,1,0,0.0,213,13.2
CUST-1622,2022-01-16,2024-12-27,North West,Public Sector,Basic,Monthly,Self-serve,70.11,35,154.9,7,0,1,10.0,1,Low usage noted in recent month; customer did not attend webinar.,,,,0,1,1,4,established,22.12857142857143,0.452614590058102,0.0,0,0,65,0,0,0.02857142857142857,1,0.0
CUST-1623,2020-02-13,2024-12-22,South West,Education,Standard,Annual,Sales-led,88.16,58,67.0,0,1,0,9.2,10,Multiple support contacts; wants faster response time.,,,,0,2,1,9,long_term,,1.315820895522388,0.017241379310344827,0,0,54,0,1,0.0,274,0.8000000000000007
CUST-1624,2021-11-23,2024-12-04,North West,Education,Basic,Monthly,Self-serve,40.18,37,229.0,3,1,2,6.4,5,Customer mentioned price sensitivity and asked about lower plan options.,,,,0,11,4,27,long_term,76.33333333333333,0.1754585152838428,0.02702702702702703,0,0,72,1,0,0.05405405405405406,121,3.5999999999999996
CUST-1625,2023-04-02,2024-12-22,South West,Technology,Standard,Monthly,Partner,87.36,20,155.0,9,3,0,6.7,8,Invoice query raised; finance contact requested clarification.,low_usage,2025-03-27,success_call,1,4,2,9,established,17.22222222222222,0.5636129032258065,0.15,0,0,62,1,0,0.0,213,9.899999999999999
CUST-1626,2023-06-17,2024-12-13,North West,Manufacturing,Enterprise,Annual,Self-serve,352.88,18,157.3,4,4,0,5.2,6,,price,2025-01-25,success_call,1,6,2,18,growing,39.325,2.243356643356643,0.2222222222222222,0,0,0,0,0,0.0,152,19.2
CUST-1627,2021-02-17,2024-12-28,Midlands,Healthcare,Standard,Annual,Self-serve,82.52,46,246.1,6,1,1,8.9,5,Invoice query raised; finance contact requested clarification.,,,,0,2,1,3,long_term,41.016666666666666,0.33531084924827304,0.021739130434782608,0,0,62,1,0,0.021739130434782608,121,1.0999999999999996
CUST-1628,2021-07-18,2024-12-17,London,Healthcare,Enterprise,Annual,Partner,343.26,41,272.9,7,4,0,7.2,9,Low usage noted in recent month; customer did not attend webinar.,,,,0,7,3,14,long_term,38.98571428571428,1.257823378526933,0.0975609756097561,0,0,65,0,0,0.0,244,11.2
CUST-1629,2022-03-16,2024-12-29,Scotland,Healthcare,Basic,Annual,Partner,23.17,33,260.5,12,1,0,5.3,10,Multiple support contacts; wants faster response time.,,,,0,3,1,2,established,21.708333333333332,0.0889443378119002,0.030303030303030304,0,0,54,0,1,0.0,274,4.7
CUST-1630,2021-08-01,2024-12-22,Midlands,Professional Services,Standard,Monthly,Sales-led,101.89,40,188.1,13,4,1,,1,Manager requested renewal details and training resources.,,,,0,8,3,9,long_term,14.46923076923077,0.5416799574694312,0.1,0,0,57,0,0,0.025,1,20.0
CUST-1631,2020-09-16,2024-12-17,South West,Public Sector,Premium,Annual,Renewal upgrade,173.0,51,185.1,6,2,0,8.4,3,Invoice query raised; finance contact requested clarification.,,,,0,9,3,14,long_term,30.849999999999998,0.9346299297676932,0.0392156862745098,0,0,62,1,0,0.0,60,3.1999999999999993
CUST-1632,2021-03-21,2024-12-31,Midlands,Public Sector,Standard,Monthly,Partner,81.14,45,190.5,7,3,0,9.0,2,Invoice query raised; finance contact requested clarification.,,,,0,3,1,0,long_term,27.214285714285715,0.4259317585301837,0.06666666666666667,0,0,62,1,0,0.0,32,3.0
CUST-1633,2021-08-12,2024-12-26,London,Retail,Basic,Annual,Renewal upgrade,62.03,40,325.3,17,1,0,8.4,12,Support issue around onboarding and admin setup.,,,,0,8,3,5,long_term,19.13529411764706,0.1906855210574854,0.025,0,0,48,0,1,0.0,335,1.5999999999999996
CUST-1634,2022-01-27,2024-12-27,South East,Retail,Premium,Annual,Renewal upgrade,163.31,35,406.0,9,2,0,8.1,12,Customer happy with product but needs integration advice.,,,,0,1,1,4,established,45.111111111111114,0.4022413793103448,0.05714285714285714,0,0,57,0,0,0.0,335,3.8000000000000007
CUST-1635,2023-09-06,2024-12-22,London,Technology,Standard,Annual,Renewal upgrade,108.56,15,294.6,20,2,1,10.0,12,Manager requested renewal details and training resources.,,,,0,9,3,9,growing,14.73,0.36849966055668704,0.13333333333333333,0,0,57,0,0,0.06666666666666667,335,0.0
CUST-1636,2022-03-06,2024-12-26,London,Professional Services,Standard,Annual,Partner,90.59,33,360.5,24,2,0,8.5,7,Manager requested renewal details and training resources.,,,,0,3,1,5,established,15.020833333333334,0.2512898751733703,0.06060606060606061,0,0,57,0,0,0.0,182,3.0
CUST-1637,2021-07-19,2024-12-15,Wales,Education,Enterprise,Annual,Self-serve,368.22,41,412.8,6,1,0,10.0,8,Invoice query raised; finance contact requested clarification.,,,,0,7,3,16,long_term,68.8,0.8920058139534884,0.024390243902439025,0,0,62,1,0,0.0,213,0.0
CUST-1638,2022-08-22,2024-12-20,Midlands,Healthcare,Basic,Monthly,Sales-led,57.99,28,89.3,3,3,0,6.3,5,Healthy adoption in team; users asked for reporting improvements.,support,2025-02-01,discount,1,8,3,11,established,29.766666666666666,0.649384098544233,0.10714285714285714,1,0,65,0,0,0.0,121,11.100000000000001
CUST-1639,2023-02-02,2024-12-16,Midlands,Manufacturing,Standard,Annual,Self-serve,86.9,22,,10,2,0,9.3,1,Customer mentioned price sensitivity and asked about lower plan options.,business_closed,2025-02-16,none,1,2,1,15,established,,,0.09090909090909091,0,0,72,1,0,0.0,1,1.3999999999999986
CUST-1640,2021-09-20,2024-12-26,Northern Ireland,Professional Services,Basic,Annual,Partner,38.0,39,286.0,10,1,1,5.9,8,Manager requested renewal details and training resources.,support,2025-02-14,discount,1,9,3,5,long_term,28.6,0.13286713286713286,0.02564102564102564,0,0,57,0,0,0.02564102564102564,213,4.1
CUST-1641,2021-12-15,2024-12-19,Midlands,Manufacturing,Standard,Annual,Self-serve,106.27,36,391.8,14,3,0,7.6,3,Invoice query raised; finance contact requested clarification.,,,,0,12,4,12,established,27.985714285714288,0.2712353241449719,0.08333333333333333,0,0,62,1,0,0.0,60,7.200000000000001
CUST-1642,2020-11-14,2024-12-29,Midlands,Healthcare,Basic,Monthly,Renewal upgrade,45.85,49,79.1,6,2,0,5.5,9,Healthy adoption in team; users asked for reporting improvements.,price,2025-02-20,success_call,1,11,4,2,long_term,13.183333333333332,0.5796460176991151,0.04081632653061224,0,1,65,0,0,0.0,244,9.0
CUST-1643,2023-06-16,2024-11-12,London,Manufacturing,Premium,Monthly,Sales-led,176.97,18,170.8,6,2,1,6.4,8,Support issue around onboarding and admin setup.,competitor,2025-02-20,none,1,6,2,49,growing,28.46666666666667,1.0361241217798594,0.1111111111111111,0,0,48,0,1,0.05555555555555555,213,7.199999999999999
CUST-1644,2023-06-19,2024-12-29,South East,Professional Services,Basic,Annual,Self-serve,64.27,18,119.0,1,2,0,9.4,2,Customer happy with product but needs integration advice.,,,,0,6,2,2,growing,119.0,0.5400840336134454,0.1111111111111111,0,0,57,0,0,0.0,32,1.1999999999999993
CUST-1645,2020-09-12,2024-12-25,Wales,Healthcare,Premium,Monthly,Self-serve,170.02,51,188.9,7,1,0,7.1,6,Manager requested renewal details and training resources.,,,,0,9,3,6,long_term,26.985714285714288,0.9000529380624669,0.0196078431372549,0,0,57,0,0,0.0,152,2.9000000000000004
CUST-1646,2021-05-20,2024-12-14,Northern Ireland,Education,Basic,Monthly,Self-serve,50.1,43,181.1,9,2,4,7.4,7,Low usage noted in recent month; customer did not attend webinar.,,,,0,5,2,17,long_term,20.12222222222222,0.27664273881833246,0.046511627906976744,0,0,65,0,0,0.09302325581395349,182,5.199999999999999
CUST-1647,2021-02-01,2024-12-24,London,Retail,Standard,Monthly,Sales-led,110.46,46,209.9,4,3,1,9.5,4,Low usage noted in recent month; customer did not attend webinar.,,,,0,2,1,7,long_term,52.475,0.526250595521677,0.06521739130434782,0,0,65,0,0,0.021739130434782608,91,1.5
