request_id,service_area,channel,customer_tier,initial_priority,request_age_hours,updates_count,past_breaches_90d,team_capacity_pct,sentiment_score,complexity_score,assigned_team_size,weekday,sla_breach,final_resolution_hours_POST_OUTCOME_EXCLUDE,actual_breach_reason_POST_OUTCOME_EXCLUDE,escalation_after_outcome_EXCLUDE
REQ-100705,Finance Ops,Portal,Strategic,Low,8.8,0,0,91.8,0.4,3,3,Fri,0,32.1,none,no
REQ-100706,Customer Care,Portal,Standard,Standard,31.6,3,0,75.9,-0.0,5,5,Thu,0,37.6,none,no
REQ-100707,Customer Care,Portal,Strategic,Standard,6.7,7,0,85.4,-0.59,4,15,Wed,0,46.8,none,no
REQ-100708,Finance Ops,Phone,Priority,Urgent,32.8,3,0,85.0,-0.39,3,10,Tue,1,73.1,handoff,no
REQ-100709,Finance Ops,Portal,Standard,Low,17.3,5,2,75.2,-0.83,2,12,Fri,0,26.4,none,no
REQ-100710,Compliance,Chat,Priority,Standard,14.1,4,1,,0.4,4,17,Mon,0,20.0,none,no
REQ-100711,Facilities,Email,Standard,Standard,15.3,3,0,85.3,0.01,2,9,Tue,0,21.6,none,no
REQ-100712,Customer Care,Portal,Priority,Low,5.7,2,0,86.0,-0.27,5,8,Tue,0,17.3,none,no
REQ-100713,Compliance,Portal,Priority,Low,6.2,3,1,89.6,-0.43,4,15,Wed,0,18.8,none,no
REQ-100714,Customer Care,Portal,Standard,Low,17.5,6,1,82.1,0.38,4,3,Wed,0,26.3,none,no
REQ-100715,IT Support,Chat,Priority,Low,17.4,7,3,,0.59,2,9,Mon,0,21.0,none,no
REQ-100716,Finance Ops,Portal,Standard,Low,9.1,2,0,87.0,-0.85,4,15,Mon,0,20.7,none,no
REQ-100717,IT Support,Email,Standard,Standard,12.2,5,1,78.0,-0.97,5,6,Tue,1,44.5,late_response,yes
REQ-100718,Facilities,Chat,Standard,Standard,20.9,1,2,71.7,0.72,1,7,Tue,0,23.0,none,no
REQ-100719,Compliance,Chat,Standard,Low,7.9,4,2,74.2,-1.03,1,10,Mon,0,25.7,none,no
